,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
2847,India ink,Candido Portinari,1943,,nanquim sobre papel,
2848,India ink,Grandjean de Montigny,1808,,bico de pena e aguada de nanquim sobre papel colado em cartolina,"Projeto não identificado para a cidade de Paris, França"
2849,India ink,"Nássara, Antônio Gabriel, dito",1943,,"guache, lápis de cor e nanquim sobre papel","""Mascarados"" - ilustração para a revista ""O Cruzeiro"""
2850,India ink,Djanira,1961/1970,,nanquim e grafite sobre papel,Equilibrista da Ópera de Pequim
2851,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 168], 31 de maio de 1929, p.8"
2852,India ink,Roberto Rodrigues,1923/1929,,nanquim e aguada de giz sobre papel,
2853,India ink,José Maria Jacinto Rebelo,1842/1871,,"nanquim, aguada e carvão sobre papel",Fachada de templo dórico
2854,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2855,India ink,Candido Portinari,1944,,nanquim e aguada sobre cartão,
2856,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2857,India ink,"Klixto, Calixto Cordeiro, dito",1920,,nanquim e grafite sobre papel,Os ex-allemães
2858,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2859,India ink,Oswaldo Goeldi,1940/1960,,grafite e nanquim sobre papel colado em cartão,Rua
2860,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 99], 15 de março de 1929, p.8"
2861,India ink,Roberto Rodrigues,1923/1929,,nanquim sobre papel,
2862,India ink,"Klixto, Calixto Cordeiro, dito",1921,,nanquim e grafite sobre papel,Consertando os estragos da ressaca
2863,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2864,India ink,Djanira,1961/1970,,nanquim e grafite sobre papel,Malabarista da Ópera de Pequim
2865,India ink,Oswaldo Goeldi,1940,,nanquim sobre papel colado em cartão,
2866,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2867,India ink,"Nássara, Antônio Gabriel, dito",1943,,guache e nanquim sobre cartão,"""Provérbios Ilustrados"" - ilustração para a revista ""O Cruzeiro"""
2868,India ink,Roberto Rodrigues,1923/1929,,nanquim sobre papel,
2869,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2870,India ink,Roberto Rodrigues,1927,,nanquim sobre papel,
2871,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2872,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2873,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2874,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2875,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 327], 04 de dezembro de 1929, p.8"
2876,India ink,Roberto Rodrigues,1927,,nanquim sobre papel,
2877,India ink,Angela Schilling,1989,,água tinta e nanquim com açúcar,Detalhe quatro
2878,India ink,Grandjean de Montigny,1801/1805,,"bico de pena, aguada de nanquim e tinta vermelha sobre papel",
2879,India ink,Roberto Rodrigues,1929,,nanquim sobre papel,
2880,India ink,Djanira,1940,,aquarela e nanquim sobre papel,Ciranda
2881,India ink,Grandjean de Montigny,1831,,bico de pena e aguada de nanquim sobre cartão,"Projeto de um monumento a erigir no Campo da Honra em memória do dia 7 de abril de 1831 [...]"""
2882,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2883,India ink,"Mendez, Mário Mendes, dito",1961,,nanquim sobre papel,Artistas e intelectuais brasileiros
2884,India ink,Roberto Rodrigues,1928,,nanquim sobre papel,
2885,India ink,Luís Trimano,1980/1994,,nanquim sobre papel,Retrato de Noel Rosa
2886,Impressionism,,,,,
2887,Impressionism,Lasar Segall,1929,,,Cabeça de preto
2888,Impressionism||Gravura Estrangeira,Édouard Manet||Édouard Manet,1865,21326,,Retrato de [Charles] Baudelaire
2889,Impressionism,José Malhoa,1893,,óleo sobre madeira,Gozando os rendimentos
2890,Impressionism,José Malhoa,1880/1922,,óleo sobre tela,A corar a roupa
2891,Impressionism,Georgina de Albuquerque,1930,,óleo sobre tela,Roceiras
2892,Impressionism,Georgina de Albuquerque,1926,,óleo sobre tela,Dia de verão
2893,Impressionism,Eliseu Visconti,1890/1940,,aquarela sobre papel,Estudo de estamparia para tecido
2894,Impressionism,Eliseu Visconti,1943.0,,,Retrato de Manoel Cícero Peregrino da Silva
2895,Impressionism,Eliseu Visconti,1943,,óleo sobre tela,Autorretrato ao ar livre
2896,Impressionism||Gravura Estrangeira,Paul Cézanne||Paul Cézanne,,21522,,Guilleumin e o enforcado
2897,Impressionism,Eugène Boudin,1890,,óleo sobre tela,O rio morto em Deauville
2898,Impressionism,Lasar Segall,1949,,óleo sobre tela,Êxodo II
2899,Impressionism,Eliseu Visconti,1919,,óleo sobre tela,Cura de sol
2900,Impressionism,José Malhoa,1898,,óleo sobre madeira,A sesta
2901,Impressionism,Eugène Boudin,1865,,óleo sobre tela,Vista da enseada de Trouville
2902,Impressionism,Eliseu Visconti,1894,,óleo sobre tela,No verão
2903,Impressionism,Eliseu Visconti,1900/1940,,óleo sobre tela,Autorretrato em três posições
2904,Impressionism,Lasar Segall,1920,,,Feriado religioso
2905,Impressionism,Alfred Sisley,1897,,óleo sobre tela,Ventania
2906,Impressionism,Eliseu Visconti,1899,,óleo sobre tela,Retrato do crítico de arte Luís Gonzaga Duque Estrada
2907,Impressionism,José Malhoa,1907,,,Parisina
2908,Impressionism,Eugène Boudin,1889,,óleo sobre madeira,Havre. Ancoradouro da barra
2909,Impressionism,Eliseu Visconti,,,óleo sobre tela,A caminho da escola
2910,Impressionism,Laureano Barrau,1890/1913,,,Salgadeiras de Peixe
2911,Impressionism,Eugène Boudin,1887,,óleo sobre madeira,Marinha. Por-do-sol
2912,Impressionism,Georgina de Albuquerque,1900/1960,,óleo sobre tela,A charrete
2913,Impressionism,Eugène Boudin,1885,,óleo sobre madeira,Deauville - A enseada
2914,Impressionism,Eugène-Louis Boudin,1890,,óleo sobre madeira,Lavadeiras nas margens do Touques
2915,Impressionism,Lasar Segall,1913,,,Aldeia russa
2916,Impressionism,Eugène Boudin,1892,,óleo sobre tela,Vacas no prado no Vale do Toques
2917,Impressionism,Eliseu Visconti,1900/1940,,óleo sobre tela,Retrato de moça
2918,Impressionism,Eliseu Visconti,1902,,,Vaso Policrômico
2919,Impressionism,Eugène Boudin,1876,,óleo sobre tela,Bordeaux. O porto
2920,Impressionism,Eugène Boudin,1897,,litografia,Pescador de alto-mar
2921,Impressionism,Georgina de Albuquerque,1904,,óleo sobre tela,Autorretrato
2922,Impressionism,Eliseu Visconti,1920,,aquarela e guache sobre papel,"[Cartaz de propaganda da] Comp[anh]ia [de Bebidas ] Antártica [do Rio de Janeiro S. A.]"""
2923,Impressionism,Eugène Boudin,1882,,óleo sobre tela,Cruzadores em Villefranche
2924,Impressionism,Eliseu Visconti,,,,Eliseu Visconti
2925,Impressionism,Eugène Boudin,1896,,óleo sobre madeira,Honfleur. O porto
2926,Impressionism||Pintura Brasileira,Eliseu Visconti||Eliseu Visconti,1935,977,,Três meninas no jardim
2927,Impressionism,Eugène Boudin,1890,,óleo sobre tela,Vacas no pasto
2928,Impressionism,Eliseu Visconti,1890/1920,,óleo sobre tela,Oréadas
2929,Impressionism,Lasar Segall,1927,,ponta-seca,Mangue
2930,Impressionism,Lasar Segall,1936,,bronze,Duas amigas
2931,Impressionism,Eugène Boudin,1872,,óleo sobre madeira,Portrieux. A costa na maré baixa
2932,Impressionism,Eugène Boudin,1871,,óleo sobre tela,Portrieux - Barcos encalhados
2933,Impressionism,Lasar Segall,,,,Marinheiro e Chaminé
2934,Impressionism,Eugène Boudin,1872,,óleo sobre tela,Entrada do porto de Trouville
2935,Impressionism,Eugène Boudin,1862,,óleo sobre madeira,Honfleur. Navios atracados no porto
2936,Impressionism,Eliseu Visconti,1902,,,Vaso
2937,Impressionism,Eugène Boudin,1898,,óleo sobre tela,Canto de praia com recifes
2938,Impressionism,Johan Barthold Jongkind,1866,,,Marinha
2939,Impressionism,Eugène Boudin,1891,,óleo sobre madeira,Navios de guerra em Villefranche
2940,Impressionism||Gravura Estrangeira,Max Slevogt||Max Slevogt,,4628,,Sem título
2941,Impressionism,Eliseu Visconti,1905,,óleo sobre tela,Retrato da escultora Nicolina Vaz de Assis
2942,Impressionism,Eugène Boudin,1890,,óleo sobre tela,Étretat. Barcos encalhados
2943,Impressionism,Georgina De Albuquerque,1920,,óleo sobre tela,Raio de sol
2944,Impressionism,Eugène Boudin,1879,,óleo sobre tela,Vacas pastando na beira do mar
2945,Impressionism,Eugène-Louis Boudin,1876,,óleo sobre tela,Bordeaux. O porto
2946,Impressionism,Eliseu Visconti,1890.0,,,Paisagem com figura
2947,Impressionism,Eliseu Visconti,1919,,óleo sobre tela,Vitória de Samotrácia
2948,Impressionism,Henry Moret,1898,,óleo sobre tela,Colheita de feno
2949,Impressionism,Eliseu Visconti,1932.0,,,Retrato de José da Silva Brandão
2950,Oswaldo Goeldi,,,,,
2951,Oswaldo Goeldi,Oswaldo Goeldi,1953,,,Noturno
2952,Oswaldo Goeldi,Oswaldo Goeldi,1937,,xilogravura,"Onça, ilustração para o livro ""Cobra Norato"", de Raul Bopp"
2953,Oswaldo Goeldi,Oswaldo Goeldi,1954,,xilogravura,Tarde
2954,Oswaldo Goeldi,Oswaldo Goeldi,1927,,,Homem e lampião
2955,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Conversa de esquina
2956,Oswaldo Goeldi,Oswaldo Goeldi,1940/1961,,xilogravura,Casas possessas
2957,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Jardim tropical
2958,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Vista urbana
2959,Oswaldo Goeldi,Oswaldo Goeldi,1937,,,"Cobra, Ilustração para o livro ""Cobra Norato"", de Raul Bopp"
2960,Oswaldo Goeldi,Oswaldo Goeldi,1937,,"xilogravura.,","Uiara, Ilustração para o livro ""Cobra Norato"", de Raul Bopp"
2961,Oswaldo Goeldi,Oswaldo Goeldi,1930,,xilogravura,Luz sobre a praça
2962,Oswaldo Goeldi,Oswaldo Goeldi,1935,,,Amigos
2963,Oswaldo Goeldi,Oswaldo Goeldi,,,,Homem
2964,Oswaldo Goeldi,Oswaldo Goeldi,1960,,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção"
2965,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Pescadores
2966,Oswaldo Goeldi,Oswaldo Goeldi,1927,,,Cais
2967,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Solitário
2968,Oswaldo Goeldi,Oswaldo Goeldi,1940,,carvão sobre papel,
2969,Oswaldo Goeldi,Oswaldo Goeldi,1950,,,Pescadores
2970,Oswaldo Goeldi,Oswaldo Goeldi,1950,,,Grande peixe na travessa
2971,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
2972,Oswaldo Goeldi,Oswaldo Goeldi,1940,,xilogravura,Lagoa
2973,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
2974,Oswaldo Goeldi,Oswaldo Goeldi,1960,,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção"
2975,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Pescadores no mercado
2976,Oswaldo Goeldi,Oswaldo Goeldi,1955,,madeira (pequiá-marfim),Sol vermelho
2977,Oswaldo Goeldi,Oswaldo Goeldi,1950,,xilogravura e pastel,Pescador
2978,Oswaldo Goeldi,Oswaldo Goeldi,1927,,,Cabeça de mulher
2979,Oswaldo Goeldi,Oswaldo Goeldi,1960,,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção"
2980,Oswaldo Goeldi,Oswaldo Goeldi,1940/1960,,grafite e nanquim sobre papel colado em cartão,Rua
2981,Oswaldo Goeldi,Oswaldo Goeldi,1960,,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção"
2982,Oswaldo Goeldi,Oswaldo Goeldi,1927,,,Figura fantasmagórica
2983,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
2984,Oswaldo Goeldi,Oswaldo Goeldi,,,,Garoto caminhando com um cão
2985,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Pescadores
2986,Oswaldo Goeldi,Oswaldo Goeldi,1960,,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção"
2987,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Peixaria
2988,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Paisagem urbana
2989,Oswaldo Goeldi,Oswaldo Goeldi,,,,Mulher com sombrinha
2990,Oswaldo Goeldi,Oswaldo Goeldi,1940,,nanquim sobre papel colado em cartão,
2991,Oswaldo Goeldi,Oswaldo Goeldi,1950,,,Pescadores
2992,Oswaldo Goeldi,Oswaldo Goeldi,,,,Quitanda
2993,Oswaldo Goeldi,Oswaldo Goeldi,,,,Gatos na Peixaria
2994,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Quintal
2995,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
2996,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
2997,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Cena de rua
2998,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Canto de rua
2999,Oswaldo Goeldi,Oswaldo Goeldi,1937,,,Casario
3000,Oswaldo Goeldi,Oswaldo Goeldi,,,,Dois garotos caminhando
3001,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
3002,Oswaldo Goeldi,Oswaldo Goeldi,1927,,,Phantastischer Kopf [Cabeça fantástica]
3003,Oswaldo Goeldi,Oswaldo Goeldi,1950,,,Pescadores
3004,Oswaldo Goeldi,Oswaldo Goeldi,1950,,,Noturno
3005,Oswaldo Goeldi,Oswaldo Goeldi,1930,,,Rua
3006,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,
3007,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Pescadores
3008,Oswaldo Goeldi,Oswaldo Goeldi,1937,,,Portão e casario
3009,Oswaldo Goeldi,Oswaldo Goeldi,1940,,,Peixaria
3010,Metal,,,,,
3011,Metal,Maurício Salgueiro,1994,,"estrutura de metal, acrílico",Ordinário Marche 4
3012,Metal,Marcos Coelho Benjamim,1994,,folha de flandres sobre madeira,Roda
3013,Metal,Victor Brecheret,1923,,bronze patinado,Portadora de perfumes
3014,Metal,Beatriz Milhazes,1989,,tinta acrílica e colagem sobre tecido,Me perdoa.../Te perdôo!
3015,Metal,Franz Weissmann,1958,,ferro,Torre
3016,Metal,José Otávio Correia Lima,1914,,bronze fundido,Menina e moça
3017,Metal,Victor Brecheret,1940/1949,,bronze patinado,Mulher reclinada
3018,Metal,Candido Portinari,1944,,nanquim e aguada sobre cartão,
3019,Metal,Candido Portinari,1955,,grafite e sanguínea sobre papel,
3020,Metal,Hugo Bertazzon,,,bronze fundido,Dançarina
3021,Metal,Hugo Bertazzon,,,bronze fundido,Contemplação
3022,Metal,Louis Rochet,1857,,bronze fundido,Estudo para estátua eqüestre de Dom Pedro I
3023,Metal,Candido Caetano de Almeida Reis,1866,,bronze fundido,Alegoria ao rio Paraíba do Sul
3024,Metal,Armando Magalhães Correia,1927,,bronze fundido,O pulo da onça
3025,Metal,Rodolfo Bernardelli,,,bronze fundido,
3026,Metal,Iole de Freitas,1991,,"aço inoxidável, cobre e latão",Sem Titulo
3027,Metal,Francisco Stockinger,2000,,ferro forjado e soldado,Mulher ajoelhada
3028,Metal,Décio Vilares,,,bronze fundido,São Paulo
3029,Metal,Zélia Salgado,1965/1969,,fundição em bronze,Primavera
3030,Metal,Rodolfo Bernardelli,,,bronze fundido,Maquete para o monumento ao Conde de Figueiredo
3031,Metal,Abraham Palatnik,1966/2004,,"madeira, fórmica, engrenagens, motor, hastes de metal e tinta acrílica",Aranha azul
3032,Metal,Lasar Segall,1936,,bronze,Duas amigas
3033,Metal,Rodolfo Bernardelli,1906,,bronze fundido,
3034,Metal,Modestino Kanto,1929,,bronze fundido,Fruta da terra
3035,Metal,Rodolfo Bernardelli,,,bronze fundido,
3036,Metal,Bruno Giorgi,1955,,bronze,Bucólica
3037,Metal,Antonio Teixeira Lopes,1909,,bronze fundido,Eça de Queiroz
3038,Metal,Hugo Bertazzon,1932,,bronze fundido,Vitória
3039,Metal,José Otávio Correia Lima,1901,,bronze fundido,Eterna Luta
3040,Metal,Décio Vilares,,,bronze fundido,Tiradentes
3041,Metal,Bruno Giorgi,1940,,bronze fundido,Camponesa
3042,Metal,Rodolfo Bernardelli,,,bronze fundido,
3043,Metal,Margarida Lopes De Almeida,1940,,bronze fundido,Creoula
3044,Metal,Paulo Mazzuchelli,1930/1939,,bronze fundido,Desilusão
3045,Metal,Celso Antônio,1925,,bronze fundido,Cabeça de moça
3046,Metal,Francisco Stockinger,2000,,ferro forjado e soldado,Mulher
3047,Metal,Rodolfo Bernardelli,1895,,bronze fundido,Moema
3048,Metal,Zélia Salgado,1953,,fundida em alumínio,Forma em alumínio
3049,Metal,Autor desconhecido,1600/1816,,óleo sobre cobre,Batismo de Cristo
3050,Metal,"Castellane, Arlindo Castellani di Carli",1945,,bronze fundido,Cabeça do Doutor Iglésias
3051,Metal,Zépherin Ferrez,1843,,prata,"Medalha comemorativa "" Nuptiae imperatoriae in urbe fluminense"" casamento de D.Pedro II com D. Teresa Cristina na cidade do Rio de Janeiro"
3052,Metal,Figueira Júnior,1941,,bronze fundido,Cabeça de Luiz Saya
3053,Metal,Rodolfo Bernardelli,,,bronze fundido,Barão de Mauá
3054,Metal,Candido Portinari,1944,,nanquim e aguada sobre cartão,
3055,Metal,Farnese de Andrade,1970/1980,,"madeira, ferro, bronze e tinta industrializada",Sem título
3056,Metal,Zépherin Ferrez,1843,,prata,"Medalha comemorativa "" Nuptiae imperatoriae in urbe fluminense"" casamento de D.Pedro II com D. Teresa Cristina na cidade do Rio de Janeiro"
3057,Metal,Farnese De Andrade,1987/1995,,"madeira, prata, objeto",O avô
3058,Metal,Gonçalo Ivo,2005,,"têmpera, calcinação e folha de prata sobre madeira",Sem título
3059,Metal,Jackson Ribeiro,1964,,ferro batido,Fausto
3060,Metal,Artur Lescher,1989,,ferro,Sem título
3061,Metal,Rodolfo Bernardelli,,,bronze fundido e esculpida em pedra sabão,Maquete para o monumento ao Descobrimento do Brasil
3062,Metal,Candido Portinari,1955,,grafite e lápis de cor sobre papel,
3063,Metal,Candido Portinari,1941,,"matrix/cobre niquelado/água-tinta, água-forte","Retrato de Baptista Portinari, pai do artista"
3064,Metal,Victor Brecheret,1921,,bronze,Barca (templo da minha raça)
3065,Metal,Candido Caetano de Almeida Reis,1885,,bronze fundido,Alma Penada
3066,Metal,Hildegardo Leão Velloso,1935,,bronze fundido,Henrique Bernardelli
3067,Metal,Thereza Miranda,2002,,"fotogravura, água-tinta, ponta-seca a cores e tinta dourada","Corcovado. Ipanema. Leblon- Rio De Janeiro"""
3068,Metal,Larissa Franco,2001,,água-forte e têmpera com ouro,Os Mouros
3069,Metal,Leonilson,1992/1993,,bronze,Sem título
3070,Modernism,,,,,
3071,Modernism,Di Cavalcanti,1920,,aquarela e grafite sobre papel,As traquinices do mascarado mignon
3072,Modernism,Lasar Segall,1929,,,Cabeça de preto
3073,Modernism||Gravura Estrangeira,Marc Chagall||Marc Chagall,,4813,,Cena de circo
3074,Modernism,Victor Brecheret,1923,,bronze patinado,Portadora de perfumes
3075,Modernism,Pablo Picasso,1962,,linoleogravura,Natureza-morta
3076,Modernism,Alfredo Volpi,,,,"O fruteiro/ série ""Motivos do folk-lore brasileiro"
3077,Modernism,Anita Malfatti,1925,,nanquim sobre papel,Nu sentado
3078,Modernism,Lasar Segall,1949,,óleo sobre tela,Êxodo II
3079,Modernism,Victor Brecheret,1940/1949,,bronze patinado,Mulher reclinada
3080,Modernism,Alfredo Volpi,1969,,têmpera sobre tela,Bandeirinhas
3081,Modernism,Di Cavalcanti,1940,,óleo sobre tela,Colonos
3082,Modernism,Lasar Segall,1920,,,Feriado religioso
3083,Modernism,Pablo Picasso,1942,,água-tinta e água-forte,"O cavalo [ilustração para o livro História Natural, de Le Buffon]"
3084,Modernism,Alfredo Volpi,,,,As comadres/ série Motivos do folk-lore brasileiro
3085,Modernism,Di Cavalcanti,1920,,aquarela e grafite sobre papel,"Estudo de cenário para "" Carnaval das Crianças Brasileiras"" de Villa-Lobos (não executado)"
3086,Modernism,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,,
3087,Modernism,Anita Malfatti,1948,,óleo sobre tela,"Paisagem de Ouro Preto, MG"
3088,Modernism,Lasar Segall,1913,,,Aldeia russa
3089,Modernism,Cícero Dias,1934,,,
3090,Modernism,Cícero Dias,1934,,guache sobre papel,
3091,Modernism,Alfredo Volpi,,,,O fruteiro/ série Motivos do folk-lore brasileiro
3092,Modernism,Lasar Segall,1927,,ponta-seca,Mangue
3093,Modernism,Lasar Segall,1936,,bronze,Duas amigas
3094,Modernism,Lasar Segall,,,,Marinheiro e Chaminé
3095,Modernism,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,,aquarela e grafite sobre papel,
