,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
1674,Academic art||Pintura Estrangeira,FRANCISCO PRADILLA Y ORTIZ||FRANCISCO PRADILLA Y ORTIZ,1894.0,2056,,Martín Alonzo Pinsón
1675,Academic art,Rodolfo Amoedo,,,,Estudo de magnólia
1676,Academic art||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6238,,Esboço de figura feminina
1677,Academic art||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6641,,Estudo de indumentária militar
1678,Academic art,Rodolfo Amoedo,1913,,,
1679,Academic art,Rodolfo Amoedo,1913,,,
1680,Academic art,Rodolfo Amoedo,1913,,,
1681,Academic art,Vitor Meireles,1859/1860,,,
1682,Academic art,Vitor Meireles,1859/1860,,,
1683,Academic art,Rodolfo Amoedo,1913,,,
1684,Academic art,Rodolfo Amoedo,1913,,,
1685,Academic art,Rodolfo Amoedo,1913,,,
1686,Academic art,Rodolfo Amoedo,,,,Estudo de galhos e folhas
1687,Academic art,Rodolfo Amoedo,1913,,,
1688,Academic art,Rodolfo Amoedo,1882,,,Marabá
1689,Academic art,Rodolfo Amoedo,1913,,,
1690,Academic art,Rodolfo Amoedo,,,,Estudo de pé
1691,Academic art,Rodolfo Amoedo,1913,,,
1692,Academic art,Pedro Weingartner,1878/1929,,óleo sobre tela,A Derrubada
1693,Academic art,Rodolfo Amoedo,1913,,,Estudo para painel decorativo do Teatro Municipal do Teatro Municipal (Dança romana - detatalhe)
1694,Academic art,Vitor Meireles,1859/1860,,,
1695,Academic art,Rodolfo Amoedo,1913,,,
1696,Academic art,Vitor Meireles,1859/1860,,,
1697,Academic art,Rodolfo Amoedo,1913,,,
1698,Academic art,Vitor Meireles,1859/1860,,,
1699,Academic art,Rodolfo Amoedo,1913,,,
1700,Academic art,Vitor Meireles,1859/1860,,,
1701,Academic art,Rodolfo Amoedo,1913,,,
1702,Academic art||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6237,,Esboço de figura feminina
1703,Academic art,Rodolfo Amoedo,,,,
1704,Academic art,Pedro Weingartner,1887.0,,,Retrato da mãe do artista
1705,Academic art,Vítor Meireles,1885.0,,,
1706,Academic art,Vítor Meireles,1885,,óleo sobre tela,
1707,Academic art,Vítor Meireles,1880,,,Retrato da Sra. Joana Rosa da Silva
1708,Brazil,,,,,
1709,Brazil,Jean Baptiste Debret,1817,,óleo sobre tela,Estudo para Desembarque de D.Leopoldina no Brasil
1710,Brazil||Pintura Brasileira,Candido Portinari||Candido Portinari,1951,717,,Menino de Brodósqui
1711,Brazil,Vítor Meireles,1885,,óleo sobre tela,
1712,Brazil,Museu Nacional de Belas Artes,2004,,livro,
1713,Brazil,Nicola Facchinetti,1884,,óleo sobre madeira,"Lagoa Rodrigo de Freitas, Rio de Janeiro, RJ"
1714,Brazil,João Batista da Costa,1922,,óleo sobre tela,"Sapucaieiras engalanadas, Rio de Janeiro, RJ"
1715,Brazil,Giovanni Battista Castagneto,1898,,óleo sobre madeira,"Trecho da Praia de São Roque em Paquetá, RJ"
1716,Brazil,Hipólito Caron,1884,,,"Praia da Boa Viagem, Niterói"
1717,Brazil,Antônio Parreiras,1886.0,,,"Gragoatá depois da trovoada, Niterói, Rio de Janeiro"
1718,Brazil,Joaquim José da França Júnior,1888,,óleo sobre tela,"Morro da Viúva, Rio de Janeiro, RJ"
1719,Brazil,José Pancetti,1945,,óleo sobre tela,Marinha - Itanhaém
1720,Brazil,Henri Nicolas Vinet,1872,,óleo sobre madeira,"Vista da entrada da baía do Rio de Janeiro tomada da Praia de Icaraí em Niterói, RJ"
1721,Brazil,Inimá de Paula,1950,,óleo sobre tela,"Paisagem de Santa Teresa, Rio de Janeiro"
1722,Brazil,Athos Bulcão,1980,,serigrafia,"Azulejos de residência na Gávea, Rio de Janeiro"
1723,Brazil,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
1724,Brazil,Alberto da Veiga Guignard,1938,,óleo sobre tela,"Trecho do Jardim Botânico, Rio de Janeiro, RJ"
1725,Brazil,Carlos Oswald,1933,,água-tinta,"Pão de Açúcar [Rio de Janeiro, RJ]"
1726,Brazil,Gustavo Dall'ara,1910,,óleo sobre tela,"Ilha da Boa Viagem, Niterói, RJ"
1727,Brazil,,1943,,,Vista da Exposição de pintura – Candido Portinari no Museu Nacional de Belas Artes
1728,Brazil,,1939,,,Vista da Exposição Portinari no Museu Nacional de Belas Artes
1729,Brazil,,1939,,,Anúncio da Exposição Portinari no Museu Nacional de Belas Artes
1730,Brazil,Djanira,1961/1970,,guache sobre papel,
1731,Brazil,Tereza Miranda,1979,,,"Pelourinho de Alcântara - Maranhão, [da série] Maranhão"
1732,Brazil,Marc Ferrez,1826,,,"D. Pedro I, [Imperador do Brasil]"
1733,Brazil,Nicola Facchinetti,1850/1880,,óleo sobre tela,Panorama do Rio de Janeiro
1734,Brazil,Autor desconhecido,1900/1906,,Fotografia,Fotografia do terreno na Avenida Central destinado a construção do novo prédio da Escola Nacional de Belas Artes
1735,Brazil,Carlos Oswald,1940,,,[Pedra de Itapuca] Icaraí [Niterói]
1736,Brazil,João Batista Pagani,1890,,guache sobre papel,"Paisagem de Barbacena, MG"
1737,Brazil,Iberê Camargo,1947,,óleo sobre tela,"Lapa, Rio de Janeiro, RJ"
1738,Brazil,Tereza Miranda,1981,,fotogravura e ponta-seca,ANTIGA ESTAÇÃO DE BURROS - GAMBOA - RIO DE JANEIRO
1739,Brazil,Djanira,1961/1970,,guache sobre papel,
1740,Brazil,Giovanni Battista Castagneto,1884,,,Porto do Rio de Janeiro
1741,Brazil,Pinto Bandeira,,,,"Uma chácara em Niterói, RJ"
1742,Brazil,Tereza Miranda,1979,,,CASARIO DE S[ão]. LUIS - MARANHÃO
1743,Brazil,Djanira,1970,,óleo sobre tela,"Morro da Guia, Cabo Frio, RJ"
1744,Brazil,Edouard Vienot - Henri Georges Morisset,1877,,óleo sobre tela,Retrato da Baronesa de São Joaquim
1745,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12192,,"A Misericórdia, [in álbum] Olinda [PE]"
1746,Brazil,Museu Nacional de Belas Artes,2009,,livro,
1747,Brazil,Rodolfo Bernardelli,,,bronze fundido,
1748,Brazil,Henri Nicolas Vinet,1876,,óleo sobre tela,"A cascatinha da Tijuca, Rio de Janeiro, RJ"
1749,Brazil,Roberto Burle Marx,1987,,litografia,Itaituba
1750,Brazil,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
1751,Brazil||Pintura Brasileira,Djanira||Djanira,1955.0,12165,,"Igreja de Antônio Dias, Ouro Preto, MG"
1752,Brazil,Djanira,1961/1970,,guache sobre papel,"Pescadores de Parati, RJ"
1753,Brazil,Bruno Lechowsky,1939,,aquarela sobre papel colado em madeira,Rio de Janeiro capital da beleza
1754,Brazil,Tereza Miranda,1979,,fotogravura,Sítio do Físico II - São Luís - Maranhão
1755,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,3372,,"Noturno - Rio [de Janeiro, RJ]"
1756,Brazil,Décio Vilares,,,bronze fundido,São Paulo
1757,Brazil,Vítor Meireles,1885.0,,,
1758,Brazil,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
1759,Brazil,Rodolfo Bernardelli,1906,,bronze fundido,
1760,Brazil,Rodolfo Bernardelli,,,bronze fundido,
1761,Brazil,Francesco Benaglia,1828,,,D. Pedro I [Imperador do Brasil]
1762,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13466,,Teatro Municipal' - Rio [de Janeiro]
1763,Brazil,Pinto Bandeira,,,,"Habitação na raiz da Serra da Estrela, RJ"
1764,Brazil,Rodolfo Bernardelli,,,bronze fundido,
1765,Brazil,Giovanni Battista Castagneto,1886,,óleo sobre tela,"Pedras à beira-mar na Praia de Icaraí, Niterói, RJ"
1766,Brazil,Henrique Tribolet,1896,,óleo sobre tela,"Praia das Flechas, Niterói, RJ"
1767,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12190,,"Igreja da Sé vista do fundo do Mercado da Ribeira, [in álbum] Olinda [PE]"
1768,Brazil||Gravura Brasileira,Raimundo Cela||Raimundo Cela,1923/1952,3315,,Barra do Ceará
1769,Brazil,Carlos Oswald,1920/1951,,óleo sobre tela,"Cravos de Petrópolis, RJ"
1770,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12194,,"Rua 13 de Maio vista dos Quatro Cantos, [in álbum] Olinda [PE]"
1771,Brazil||Pintura Estrangeira,WIN VAN DIJK||WIN VAN DIJK,,2189,,Vista panorâmica de Caxambu
1772,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12197,,"Do Mangue, vista panorâmica de Olinda, [in álbum] Olinda [PE]"
1773,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13475,,Recife
1774,Brazil||Pintura Estrangeira,ISIDORO VERHEYDEN||ISIDORO VERHEYDEN,,2194,,Campinas de Antuérpia
1775,Brazil,Rodolfo Amoedo,1882,,óleo sobre tela,"Estudo para ""Marabá"
1776,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12198,,"Do Mangue, vista panorâmica de Olinda, [in álbum] Olinda [PE]"
1777,Brazil,João Augusto Gerlinger,1939,,"aquarela, grafite e carvão sobre papel","Vista de Curvelo em Santa Teresa, Rio de Janeiro, RJ"
1778,Brazil,,2013,,,Vista da exposição Quando o Brasil amanhecia – a Primeira Missa no Brasil vista por Vítor Meireles e Candido Portinar
1779,Brazil,Francisco Aurélio de Figueiredo,1894.0,,,"Pico de Itacolomi, Ouro Preto"
1780,Brazil,João Batista Bordon,1912,,,"Paisagem de Vila Isabel, Rio de Janeiro"
1781,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12196,,"Do Mangue, vista panorâmica de Olinda, [in álbum] Olinda [PE]"
1782,Brazil||Pintura Brasileira,Heribert Robert Niaud||Heribert Robert Niaud,1928,611 A,,"Depois do banho, Copacabana, Rio de Janeiro, RJ"
1783,Brazil||Gravura Brasileira,Djanira||Djanira,1967,11246,,
1784,Brazil,"Le Corbusier, Charles Edouard Jeanneret-Gris, dito",1936,,bico de pena sobre papel vegetal,"Esboço do interior da sobreloja do Palácio do Ministério da Educação e Saúde Pública, atual Gustavo Capanema, Rio de Janeiro, RJ"
1785,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13464,,"Beira-Mar' - Rio [de Janeiro, RJ]"
1786,Brazil||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1355,,"Estudo decorativo para a Biblioteca Nacional, Rio de Janeiro, RJ"
1787,Brazil,Francisco Aurélio de Figueiredo,1894.0,,,"Pátio da Casa dos Contos, Ouro Preto"
1788,Brazil,Vítor Meireles,1895.0,,,
1789,Brazil,João Augusto Gerlinger,1930/1957,,aquarela sobre papel,"Gigante adormecido, Tijuca, Rio de Janeiro, RJ"
1790,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12195,,"Recife do alto da Misericórdia, [in álbum] Olinda [PE"
1791,Brazil,Francisco Aurélio de Figueiredo,1878,,óleo sobre tela,Retrato de Inácio Porto Alegre
1792,Brazil,Hipólito Caron,1888,,óleo sobre tela,"Praia Formosa, Rio de Janeiro, RJ"
1793,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13461,,"Trecho de cais' - Rio [de Janeiro, RJ]"
1794,Brazil,Francisco Aurélio de Figueiredo,1894,,óleo sobre tela,"Pico de Itacolomi, Ouro Preto, MG"
1795,Brazil,Yoshiya Takaoka,1938,,óleo sobre tela,"Morro do Pinto,Rio de Janeiro"
1796,Brazil||Desenho Brasileiro,Djanira||Djanira,,11812,,Estudo de painel de azulejo
1797,Brazil||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6328,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
1798,Brazil,Tereza Miranda,1992,,"fotogravura, água-forte e água-tinta a cores",PORTO SEGURO- BAHIA
1799,Brazil,Vítor Meireles,1898.0,,,"Estudo para ""Panorama do Descobrimento do Brasil"
1800,Brazil||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1906.0,6327,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
1801,Brazil,Tereza Miranda,1981,,,Casa em Santa Tereza - Rio de Janeiro
1802,Brazil||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1149,,"[Estudo para o painel decorativo] Memória [da Biblioteca Nacional, do Rio de Janeiro]"
1803,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13463 A,,"Paisagem' - Rio [de Janeiro, RJ]"
1804,Brazil,Tereza Miranda,1981,,"fotogravura, água-tinta, água-forte e verniz mole a cores",Portão - Santa Teresa - Rio
1805,Brazil,Emil Bauch,1852,,,Ponte Pensil do Caxangá [in álbum] Pernambuco
1806,Brazil,Tereza Miranda,1981,,"fotogravura, água-tinta e água-forte a cores","Morro do Pinto,Rio de Janeiro"
1807,Brazil,Tereza Miranda,2003,,,"Dois Irmãos, [da série] Rio de Janeiro (Paisagens)"
1808,Brazil,Tereza Miranda,1979,,fotogravura e água-tinta,SÓTÃOS - ALÂNTARA - MARANHÃO
1809,Brazil||Desenho Brasileiro,Djanira||Djanira,1963,11670,,Estudo de Via Sacra para a capela do túnel Catumbi-Laranjeiras (não executado)
1810,Brazil||Desenho Brasileiro,Djanira||Djanira,,11810,,"Estudo de painel de azulejos para a sala da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
1811,Brazil,Rodolfo Bernardelli,,,bronze fundido e esculpida em pedra sabão,Maquete para o monumento ao Descobrimento do Brasil
1812,Brazil,Tereza Miranda,1981,,,Bandeira de porta - Catete - Rio de Janeiro
1813,Brazil,Tereza Miranda,1979,,,Sobrado incendiado - S. Luis - Maranhão [da série] Maranhão
1814,Brazil,Carlos Oswald,1919,,,Árvore na Tijuca [Rio de Janeiro]
1815,Brazil,Vitor Meireles,1859/1860,,,
1816,Brazil||Desenho Brasileiro,Djanira||Djanira,,11799,,
1817,Brazil||Pintura Brasileira,BENNO TREIDLER||BENNO TREIDLER,1891.0,2433,,"Boa Vista, Niterói, RJ"
1818,Brazil||Desenho Brasileiro,Djanira||Djanira,1955,11620,,"Igreja de São Domingos, Salvador, Bahia"
1819,Brazil,Henrique Bernardelli,1909,,,Estudo para a capa do Programa de inauguração do Teatro Municipal do Rio de Janeiro
1820,Brazil,Maria Vasco,1906,,,"Leme, Rio de Janeiro"
1821,Brazil||Desenho Brasileiro,Djanira||Djanira,1957,11484,,
1822,Brazil||Desenho Brasileiro,Djanira||Djanira,,11797,,
1823,Brazil||Desenho Brasileiro,Djanira||Djanira,,11798,,
1824,Brazil,Vitor Meireles,1859/1860,,,
1825,Brazil||Desenho Brasileiro,Djanira||Djanira,,11801,,
1826,Brazil,Grandjean de Montigny,1827,,,
1827,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13469,,"Alfândega' - Rio [de Janeiro, RJ]"
1828,Brazil||Desenho Brasileiro,Djanira||Djanira,,11800,,
1829,Brazil,Dario Vilares Barbosa,1900/1952,,óleo sobre tela,"Paisagem urbana, São Paulo, SP"
1830,Brazil||Desenho Brasileiro,Djanira||Djanira,,11830,,"Paisagem de Cabo Frio, RJ"
1831,Brazil||Gravura Brasileira,Aloisio Magalhães||Aloisio Magalhães,1982,12193,,"Rua do Amparo, [in álbum] Olinda [PE]"
1832,Brazil,Darel Valença Lins,1955,,litografia,"Noite em Botafogo [Rio de Janeiro, RJ]"""
1833,Brazil,Thereza Miranda,2002,,"fotogravura, água-tinta, ponta-seca a cores e tinta dourada","Corcovado. Ipanema. Leblon- Rio De Janeiro"""
1834,Brazil,Vítor Meireles,1885.0,,,
1835,Brazil,Guilherme Briggs,1837,,litografia a cores,Panorama da cidade do Rio de Janeiro. Capital do Brazil
1836,Brazil,Henri Nicolas Vinet,1862,,óleo sobre madeira,"Vista do Convento de Santa Teresa tomada do alto de Paula Matos, Rio de Janeiro, RJ"
1837,Brazil,Grandjean de Montigny,1846,,,"Projeto de chafariz para rua São Clemente, Rio de Janeiro, RJ"
1838,Brazil,Djanira,1961/1970,,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
1839,Brazil,Emil Bauch,1852,,,Olinda [in álbum] Pernambuco
1840,Brazil,Carlos Oswald,1925,,água-tinta,"[Pedra da] Gávea"" [Rio de Janeiro, RJ]"
1841,Brazil||Gravura Brasileira,José Silveira D'Ávila||José Silveira D'Ávila,1951,13462,,"Arsenal da Marinha' - Rio [de Janeiro, RJ]"
1842,Brazil,Tereza Miranda,1999,,fotogravura e água-tinta a cores,FLORESTA DA TIJUCA - RIO
1843,Brazil,Vítor Meireles,1885,,óleo sobre tela,
1844,Brazil,Tereza Miranda,1977,,,"Homenagem a Mangueira, [da série] Rio de Janeiro (Carnaval)"
1845,Djanira da Motta e Silva,,,,,
1846,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre madeira,"Mina de ferro, Itabira, MG"
1847,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre madeira,"Mina de ferro, Itabira, MG"
1848,Djanira da Motta e Silva,Djanira,1961/1970,,carvão sobre papel,Casal abraçado
1849,Djanira da Motta e Silva,Djanira,1952,,encáustica sobre tela,Caboclinhos
1850,Djanira da Motta e Silva||Pintura Brasileira,Djanira||Djanira,1944,15915,,O circo
1851,Djanira da Motta e Silva,Djanira,1951,,têmpera sobre tela,Costureira
1852,Djanira da Motta e Silva,Djanira,1954,,óleo sobre tela,Retrato de José Shaw da Motta
1853,Djanira da Motta e Silva,Djanira,1962,,técnica mista sobre papel colado em aglomerado,
1854,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11492,,São José de Botas [estudo para Oratório Djanira]
1855,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre madeira,"Mina de ferro, Itabira, MG"
1856,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
1857,Djanira da Motta e Silva,Djanira,1974,,óleo sobre tela,"Mineiros de carvão, Santa Catarina"
1858,Djanira da Motta e Silva,Djanira,1956,,guache sobre papel,
1859,Djanira da Motta e Silva,Djanira,1950,,têmpera sobre tela,Peixes
1860,Djanira da Motta e Silva,Djanira,1956,,óleo e guache sobre papel,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinicius de Moraes"
1861,Djanira da Motta e Silva,Djanira,1974,,óleo sobre tela,Trabalhador de cal
1862,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,Tocador de pífano
1863,Djanira da Motta e Silva,Djanira,1961/1971,,,Nossa Senhora de Sant'Anna
1864,Djanira da Motta e Silva,Djanira,1974,,óleo sobre tela,Trabalhadores de cal
1865,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,
1866,Djanira da Motta e Silva,Djanira,1956,,óleo e guache sobre cartão,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinícius de Moraes ,"
1867,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,
1868,Djanira da Motta e Silva,Djanira,1956,,guache sobre papel,
1869,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
1870,Djanira da Motta e Silva,Djanira,1950/1979,,"lápis de cor, grafite e lápis-cera sobre papel",Paisagem de Avaré
1871,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11489,,São Bento [estudo para Oratório Djanira]
1872,Djanira da Motta e Silva,Djanira,1961/1970,,nanquim e grafite sobre papel,"Malabarista da "" Ópera de Pequim"""
1873,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,
1874,Djanira da Motta e Silva,Djanira,1954,,guache e grafite sobre papel,Jogadores de dominó
1875,Djanira da Motta e Silva,Djanira,1962,,têmpera sobre papel,Estudo definitivo [para o painel decorativo] Indústria Automobilística [para o navio Princesa Isabel] p[ara] a [Companhia de Navegação] Costeira
1876,Djanira da Motta e Silva,Djanira,1956,,guache sobre papel,
1877,Djanira da Motta e Silva,Djanira,1970,,óleo sobre tela,"Morro da Guia, Cabo Frio, RJ"
1878,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,Estudo de azulejo
1879,Djanira da Motta e Silva,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
1880,Djanira da Motta e Silva,Djanira,1967,,linoleogravura,Armazém de café
1881,Djanira da Motta e Silva,Djanira,1945,,,Violinista e pianista
1882,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,
1883,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,
1884,Djanira da Motta e Silva,Djanira,1961/1970,,guache e nanquim sobre papel,
1885,Djanira da Motta e Silva,Djanira,1961/1970,,óleo sobre tela,Natureza morta
1886,Djanira da Motta e Silva,Museu Nacional de Belas Artes,2016,,livro,Cronista de ritos Djanira pintora de costumes
1887,Djanira da Motta e Silva,Djanira,1961/1970,,xilogravura,
1888,Djanira da Motta e Silva||Pintura Brasileira,Djanira||Djanira,1955.0,12165,,"Igreja de Antônio Dias, Ouro Preto, MG"
1889,Djanira da Motta e Silva,Djanira,1956,,carvão sobre papel,Mineiros de carvão
1890,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,"Pescadores de Parati, RJ"
1891,Djanira da Motta e Silva,Djanira,1961/1970,,carvão sobre papel,Pescadores
1892,Djanira da Motta e Silva,Djanira,1961/1970,,grafite sobre papel,[Retrato de] corista da Ópera de Pequim
1893,Djanira da Motta e Silva,Djanira,1952,,guache e grafite sobre papel,Costume de ballet
1894,Djanira da Motta e Silva,Djanira,1956,,nanquim e grafite sobre papel,Tocador de berimbau
1895,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11781,,"Três estudos para ilustração de ""Campo Geral"", de Guimarães Rosa"
1896,Djanira da Motta e Silva,Djanira,1961/1970,,guache sobre papel,Cupido e noiva
1897,Djanira da Motta e Silva,Djanira,1967,,serigrafia,São Cristóvão
1898,Djanira da Motta e Silva,Djanira,1961/1970,,nanquim e grafite sobre papel,Equilibrista da Ópera de Pequim
1899,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1955,11619,,Convento de São Francisco
1900,Djanira da Motta e Silva,Djanira,1967,,linoleogravura,Duas figuras nuas
1901,Djanira da Motta e Silva,Djanira,1961/1970,,linoleogravura,Parque de diversões
1902,Djanira da Motta e Silva,Djanira,1970,,madeira,Engenhoca
1903,Djanira da Motta e Silva,Djanira,1951,,óleo sobre tela,Galo
1904,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,1967,11246,,
1905,Djanira da Motta e Silva,Djanira,1970,,xilogravura,
1906,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,1967,11244,,Santana Mestra
1907,Djanira da Motta e Silva,Djanira,1956,,guache sobre papel,A ilha verde
1908,Djanira da Motta e Silva,Djanira,1946,,linóleo,Terreirão de café
1909,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1973,11644,,Casa nas dunas
1910,Djanira da Motta e Silva,Djanira,1961/1970,,xilogravura,São Sebastião
1911,Djanira da Motta e Silva,Djanira,1960,,linóleo,Parque de diversões
1912,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,1961,11272,,Candomblé [cartaz]
1913,Djanira da Motta e Silva,Djanira,1961/1970,,xilogravura com retoques de guache,
1914,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1950,11818,,Figuras de candomblé
1915,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1954.0,11886,,Charuteira
1916,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11812,,Estudo de painel de azulejo
1917,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11487,,São Pedro [estudo para Oratório Djanira]
1918,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,Equilibrista da Ópera de Pequim
1919,Djanira da Motta e Silva,Djanira,1967,,água-forte e ponta-seca,Soldador
1920,Djanira da Motta e Silva,Djanira,1970,,xilogravura,
1921,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11766,,Briga de galos
1922,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11686,,Menino na bicicleta
1923,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1967,11882,,"Estudo para ""Feira de Água de Meninos"""
1924,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11510,,Retrato de corista da Ópera de Pequim
1925,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,1970,11263,,
1926,Djanira da Motta e Silva,Djanira,1953,,guache sobre papel,Costume de ballet
1927,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11816,,Figuras de candomblé
1928,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11493,,
1929,Djanira da Motta e Silva,Djanira,1961/1970,,nanquim e grafite sobre papel,Malabarista da Ópera de Pequim
1930,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1947,11589,,Criança soltando balão
1931,Djanira da Motta e Silva,Djanira,1970,,xilogravura,
1932,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11496,,
1933,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11491,,São Mateus [estudo para Oratório Djanira]
1934,Djanira da Motta e Silva,Djanira,1961/1970,,lápis de cor sobre papel,"Bananal de Paraty,RJ"
1935,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11485,,Santo Antonio [estudo para Oratório Djanira]
1936,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1963,11670,,Estudo de Via Sacra para a capela do túnel Catumbi-Laranjeiras (não executado)
1937,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11568,,Figuras no parque
1938,Djanira da Motta e Silva,Djanira,1961/1970,,lápis de cor e tinta hidrocor sobre papel,
1939,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11810,,"Estudo de painel de azulejos para a sala da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
1940,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,Contorcionista da Ópera de Pequim
1941,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11817,,Figuras de candomblé
1942,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11486,,Santa Rita de Cássia [estudo para Oratório Djanira
1943,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11490,,Nossa Senhora da Conceição [estudo para Oratório Djanir
1944,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11572,,Brincadeira infantil
1945,Djanira da Motta e Silva,Djanira,1961/1970,,xilogravura,"Estudo para Santo Antônio ""Oratório Djanira"""
1946,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11780,,"Três estudos para ilustração de ""Campo Geral"", de Guimarães Rosa"
