Acervo,Agente,Classificação,Descrição,Descrição Física,Document,Imprenta,Inf. publicação,Link do Item,Título,Assuntos,Conteúdo,Locais
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Fotos da platéia. Peça ""O Prazer da Honestidade"". Teatro Arena. SP - São Paulo, 1955. Direção de Carla Civelli 6 fotos da platéia (+ 1 duplicata da fot. 2)","7 fots. (6 fots. e 1 duplicata) : N° digital 66, p&b, higienizadas/em bom estado de conservação ; 17cm x 23cm a 23cm x 17cm.",126873,"São Paulo : [s.n.], 1955.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-prazer-da-honestidade-sp-sao-paulo-1955-fotos-da-plateia/,"O Prazer da Honestidade / SP - São Paulo, 1955: Fotos da platéia",,,
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""Pancada de Amor"". SP - São Paulo, 1954. De Noel Coward. Teatro Colombo. Cia. de Comédia Vera Nunes e Carlos Alberto. Direção de Carla Civelli. Fot. 1: Vera Nunes Fot. 2: Ítalo Rossi e Dany Dancel Fot. 3: Ítalo Rossi e Dany Dancel Fot. 4: V","7 fots : N° digital 56, p&b, higienizadas/em bom estado de conservação ; 18cm x 24cm a 24cm x 18cm.",126857,"São Paulo : [s.n.], 1954.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/pancada-de-amor-sp-sao-paulo-1954-cenas-do-espetaculo/,"Pancada de Amor / SP - São Paulo, 1954: Cenas do espetáculo",,,
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""As Tias"" e fotos para divulgação do espetáculo. Rio de Janeiro, 1981. Teatro Lagoa. Direção de Luis de Lima Fot. 1: Ítalo Rossi, Susana Vieira, Paulo César Pereio, Roberto Lopes e Edney Giovenazzi Fot. 2: Ítalo Rossi, Susana Vieira e Edney","8 fots. : N° digital 55, p&b, higienizadas/em bom estado de conservação ; 18cm x 23,5cm a 24cm x 18cm.",126855,"Rio de Janeiro : [s.n.], 1981.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/as-tias-rj-rio-de-janeiro-1981-cenas-do-espetaculo-e-fotos-para-divulgacao/,"As Tias / RJ - Rio de Janeiro, 1981: Cenas do espetáculo e fotos para divulgação",,,"No verso das fotos 1 e 2 consta o carimbo ""mensão obrigatória copyright foto de ANTONIO GUERREIRO"""
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""A Noite dos campeões"" e ensaio fotográfico para divulgação. Teatro Senac. RJ - Rio de Janeiro, 1976. Produção de Sergio Britto e direção de Cecil Thiré. Fot. 1: Produtora, Sergio Britto, Ítalo Rossi, Carlos Kroeber, Zanone Ferrite e Cecil","17 fots. : nº dig. 53, p&b, higienizadas/em bom estado de conservação ; 13,5cm x 24cm a 24cm x 18cm.",126851,"Rio de Janeiro : [s.n.], 1976.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-noite-dos-campeoes-rj-rio-de-janeiro-1976-cenas-do-espetaculo-e-ensaio-fotografico-para-divulgacao/,"A Noite dos campeões / RJ - Rio de Janeiro, 1976: Cenas do espetáculo e ensaio fotográfico para divulgação",,,"1. No verso da foto 3 consta o carimbo "" C antonio guerreiro"" 2. No verso das fotos 7, 10 e 14 consta o carimbo "" MAX NAUENBERG"""
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""Papo Furado"". Teatro Ginástico. RJ - Rio e Janeiro, 1980. De Chico Anisio, direção de Antônio Pedro. Fot. 1: Ivan de Almeida, ator nao identificado, Elizangela, Walter Martins e ítalo Rossi Fot. 2: Ricardo Blat e Ítalo Rossi Fot. 3: Elizan","59 fots (28 fots, 8 duplicatas e 23 negativos) : nº dig. 52, p&b, higienizadas/em bom estado de conservação ; 16cm x 26,5cm a 24cm x 18cm.",126849,"Rio de Janeiro : [s.n.], 1980.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/papo-furado-rj-rio-e-janeiro-1980-cenas-do-espetaculo/,"Papo Furado / RJ - Rio e Janeiro, 1980: Cenas do espetáculo",,,
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""Encontro com Fernando Pessoa"". RJ - Rio de Janeiro, 1986 Fot. 1: Ítalo Rossi e Walmor Chagas (foto esmaecida) Fot. 2: Ítalo Rossi, Walmor Chagas (parte da foto esmaecida) Fot. 3 a 40: Ítalo Rossi e Walmor Chagas Fot. 41 a 55: Ítalo Rossi,","108 fots. : N° digital 23, p&b, higienizadas ; 24cm x 18cm.",126791,"Rio de Janeiro : [s.n.], 1986.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/encontro-com-fernando-pessoa-rj-rio-de-janeiro-1986-cenas-do-espetaculo/,"Encontro com Fernando Pessoa / RJ - Rio de Janeiro, 1986: Cenas do espetáculo",,,
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas da peça ""Falemos sem calças"". SP - São Paulo, 1973 e RJ - Rio de Janeiro, 1974. Autor Guillermo Gentile, direção de Antonio Abujamra. Fot. 1: Zanoni Ferrite e Buza Ferraz - RJ, 1974 Fot. 2: Zanoni Ferrite - RJ, 1974 Fot. 3: Buza Ferraz e Zanoni Fer","128 docs. (67 fots. e 61 slides) : nº dig. 3, p&b, higienizadas/em bom estado de conservação ; 3 cm x 3,5 cm a 24cm x 18cm.",126751,"São Paulo : [s.n.], 1973.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/falemos-sem-calcas-sp-sao-paulo-1973-cenas-do-espetaculo/,"Falemos sem calças / SP - São Paulo, 1973: Cenas do espetáculo",,,
Ítalo Rossi,Ítalo Rossi,ESP.TA,"Cenas de ensaios e apresentação da peça ""A Calça"". Teatro Princesa Isabel - [RJ - Rio de Janeiro], 1979. Autor Carl Sternheim, direção Maurice Vaneau e adaptação de Millor Fernandes. Fot. 1: Cenário Fot. 2: Ítalo Rossi e Bete Mendes Fot. 3: Ricardo Petia","23 fots : N° digital 1, p&b, higienizadas/em bom estado de conservação ; 18cm x 24cm a 30cm x 20cm.",126747,"[Rio de Janeiro?] : [s.n.], 1979.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-calca-rj-rio-de-janeiro-1979-cenas-dos-ensaios-e-espetaculo/,"A Calça / [RJ - Rio de Janeiro?], 1979: Cenas dos ensaios e espetáculo",,,"No verso das fotos, de 1 a 12, consta o carimbo ""marKo"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Gonzaga ou a Revolução de Minas"". TV Tupi, 1962. De Castro Alves. Fot. 1: Fernanda Montenegro","1 fot. : n° digital 16, p&b, higienizada/em bom estado de conservação ; 24cm x 18cm.",126591,"[S.l.: s.n.], 1962.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/gonzaga-ou-a-revolucao-de-minas-1962-cena-do-teleteatro/,"Gonzaga ou a Revolução de Minas, 1962: Cena do teleteatro",,,"No verso da foto constam registros a caneta e o carimbo ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro/Fernando Torres RJ 25/5/82"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Romeu e Jeannette"". Grande Teatro. TV Tupi Rio, 1956. De Jean Anouilh. Direção de Sergio Britto Obs. 1: Sergio Britto é o produtor e idealizador do Grande Teatro Tupi (a direção dos teleteatros, no Grande Teatro Tupi, alternava-se en","1 fot. : n° digital 15, p&b, higienizada/em bom estado de conservação ; 12cm x 18cm.",126589,"[S.l.: s.n.], 1956.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/romeu-e-jeannette-1956-cenas-do-teleteatro/,"Romeu e Jeannette, 1956: Cenas do teleteatro",,,"No verso da foto constam registros a caneta e o carimbo ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cena do teleteatro ""Tempestade em Água Benta"". TV Tupi, [1958]. De Cavalcanti Borges. Direção de Sergio Britto. Obs.: A foto faz parte do Arquivo Pessoal - Fernanda Montenegro Fot. 1: Fernanda Montenegro","1 fot. : n° digital 13, p&b, higienizada/em bom estado de conservação ; 18cm x 24cm.",126585,"[S.l.: s.n.], [1958].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/tempestade-em-agua-benta-1958-cena-do-teleteatro/,"Tempestade em Água Benta, [1958]: Cena do teleteatro",,,"No verso da foto constam registros a caneta e o carimbo ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Stella Dallas"". Grande Teatro. TV Rio, 1963. Adaptação do filme de mesmo nome. Direção de Sergio Britto Obs. 1: Sergio Britto é o produtor e idealizador do Grande Teatro Tupi (a direção dos teleteatros, no Grande Teatro Tupi, alterna","1 fot. : n° digital 12, p&b, higienizada/em bom estado de conservação ; 18cm x 24cm.",126583,"[S.l.: s.n.], 1963.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/stella-dallas-1963-cena-do-teleteatro/,"Stella Dallas, 1963: Cena do teleteatro",,,"No verso da foto constam registros a caneta e os carimbos ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"" e ""Foto de WALDYR DE SOUZA"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas da novela ""A Muralha"". TV Excelsior - São Paulo , 1969. Baseada no Romance de Diná Silveira de Queiróz. Direção de Sergio Britto. Obs.: A foto faz parte do Arquivo Pessoal - Fernanda Montenegro Fot. 1: Fernanda Montenegro e Nathalia Timberg Fot. 2:","2 fots. : n° digital 11, p&b, higienizadas/em bom estado de conservação ; 23,5cm x 17cm.",126581,"[S.l.: s.n.], 1969.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-muralha-1969-cenas-do-teleteatro/,"A Muralha, 1969: : Cenas do teleteatro",,,"No verso das fotos constam registros a caneta e os carimbos ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"" e ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro/Fernando T"
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Madame Bovary"". Grande Teatro. TV Tupi, 1957. De Gustave Flaubert. Obs. 1: Sergio Britto é o produtor e idealizador do Grande Teatro Tupi (a direção dos teleteatros, no Grande Teatro Tupi, alternava-se entre Sergio Britto, Flavio Ran","2 fots. : n° digital 10, p&b, higienizada/em bom estado de conservação ; 18cm x 24cm a 24cm x 18cm.",126579,"[S.l.: s.n.], 1957.",Livro - Português,https://www.funarte.gov.br/colecoes-cedoc/madame-bovary-1957-cenas-do-teleteatro/,"Madame Bovary, 1957: Cenas do teleteatro",,,"No verso das fotos constam registros a caneta e os carimbos ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"" e ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro/Fernando T"
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Chuva"". Grande Teatro - TV Tupi, 1960. De W. Somerset Maugham Obs. 1: Sergio Britto é o produtor e idealizador do Grande Teatro Tupi (a direção dos teleteatros, no Grande Teatro Tupi, alternava-se entre Sergio Britto, Flavio Rangel,","1 fot. : n° digital 9, p&b, higienizada/em bom estado de conservação ; 18cm x 24cm.",126577,"[S.l.: s.n.], 1960.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/chuva-1960-cena-do-teleteatro/,"Chuva, 1960: Cena do teleteatro",,,"No verso da foto constam registros a caneta e o carimbo ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.TV,"Cenas do teleteatro ""Boabdil"". TV Tupi, 1962. Autoria de Gonçalves Dias Obs: A foto faz parte do Arquivo Pessoal - Fernanda Montenegro Fot. 1: Fernanda Montenegro e Sergio Britto","1 fot. : n° digital 7, p&b, higienizada/em bom estado de conservação ; 18cm x 24cm.",126573,"[S.l.: s.n.], 1962.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/boabdil-1962-cena-do-teleteatro/,"Boabdil, 1962: Cena do teleteatro",,,"No verso da foto constam registros a caneta e o carimbo ""INACEN - SEC - MEC Campanha de Doação Projeto Memória DOAÇÃO DE Fernanda Montenegro RJ 21/6/82"""
Fernanda Montenegro e Fernando Torres,Fernanda Montenegro | Fernando Torres,ESP.CV,"Foto da equipe de um documentário para a Petrobrás, 1986. Fot. 1: Foto da equipe","1 fot. : n° digital 3, p&b, higienizada/em bom estado de conservação ; 18cm x 12cm.",126565,"[S.l.: s.n.], 1986.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/documentario-para-a-petrobras-1986-foto-da-equipe-do-documentario/,"Documentário para a Petrobrás, 1986: Foto da equipe do documentário",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cena do filme ""Tati, A Garota"", 1973. Direção Bruno Barreto. Fot. 1: Dina Sfat","1dossiê (1 foto: p&b; 17,5 x 23,5cm).",126555,"[S.l.: s.n.], 1973.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/tati-a-garota-1973-cena-do-filme/,"Tati, A Garota, 1973 : Cena do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cena da peça [A Prima Dona. SP - São Paulo, 1962?]. Teatro Popular do Sesi. Fot. 1: Dina Sfat","1 dossiê (1 foto: p&b; 17,5 x 23,5cm).",126553,"[S.l.: s.n.], [1962?].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-prima-dona-sp-sao-paulo-1962-cena-do-espetaculo/,"[A Prima Dona / SP - São Paulo, 1962?] : Cena do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""O Rei da Vela"". Teatro João Caetano. RJ - Rio de Janeiro, 1968. De Oswald de Andrade. Direção José Celso Martinez Corrêa. Cenografia Helio Heichbauer. Cia. Teatro Oficina. Elenco: Abrahão Farc - O americano, Renato Borghi - Abelardo I, Fer","1 dossiê (169 docs.: 5 fotos, 12 contatos com 164 imagens, p&b; 2,8 x 20cm a 23,7 x 17,5cm).",126547,"Rio de Janeiro : [s.n.], 1968.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-rei-da-vela-rj-rio-de-janeiro-1968-cenas-do-espetaculo/,"O Rei da Vela / RJ - Rio de Janeiro, 1968 : Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""O Melhor Juiz, O Rei"". SP - São Paulo, 1963. Cia. Teatro de Arena. De Lope de Vega. Direção Augusto Boal. Adaptação Augusto Boal, Gianfrancesco Guarnieri e Paulo José. Cenário e figurino Flavio Império. Direção Musical Damiano Cozzella. F","7 fots. : p&b, higienizadas ; 3,8 cm x 4,4 cm a 15 cm x 11,3 cm.",126537,"São Paulo : [s.n.], 1963.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-melhor-juiz-o-rei-sp-sao-paulo-1963-cenas-do-espetaculo/,"O Melhor Juiz, O Rei / SP - São Paulo, 1963: Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas do ""Espetáculo Ionesco - A Lição e a Cantora Careca"". RJ - Rio de Janeiro, 1982. Fot. 1: Thaís Portinho, Ariel Coelho e Grande Otelo Fot. 2: Sura Berditchevsky, Grande Otelo e Luis de Lima Fot. 3: Grande Otelo e Lupe Gigliotti Fot. 4: Grande Otelo","24 fots. (1 contato) : p&b, higienizado/em bom estado de conservação ; 22,4 cm x 16,2 cm.",126531,"Rio de Janeiro : [s.n.], 1982.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/espetaculo-ionesco-a-licao-e-a-cantora-careca-rj-rio-de-janeiro-1982-cenas-do-espetaculo/,"Espetáculo Ionesco - A Lição e a Cantora careca / RJ - Rio de Janeiro, 1982: Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""Dorotéia Vai à Guerra"" e fotos para divulgação. Teatro Cachimbo da Paz. RJ - Rio de Janeiro, 1972. De Carlos Alberto Ratton. Direção Paulo José. Cenário Luiz Carlos Ripper. Programação Visual Henfil. Fot. 1: Paulo José, Dina Sfat e Ítalo","1 dossiê (231 docs.: 10 contatos com 172 imagens, 57 fotos, 2 duplicatas, p&b; 5,2 x 4,7cm a 23,5 x 29,6cm).",126529,"Rio de Janeiro : [s.n.], 1972.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/doroteia-vai-a-guerra-rj-rio-de-janeiro-1972-cenas-do-espetaculo/,"Dorotéia Vai à Guerra / RJ - Rio de janeiro, 1972 : Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""O Contato"". RJ - Rio de Janeiro, 1961. Direção de Jack Gelben e Ana Elden. Cenário e figurino Napoleão Muniz Freire. Studio Produções. Elenco: Paulo Padilha, Procópio Mariano, Haroldo Santamaria, Adriano Reys e Rene Bell. Fot. 1: Atores n","2 fots. : p&b, higienizadas/em bom estado de conservação ; 24 cm x 18,4 cm.",126523,"Rio de Janeiro : [s.n.], 1961.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-contato-rj-rio-de-janeiro-1961-cenas-do-espetaculo/,"O Contato / RJ - Rio de Janeiro, 1961: Cenas do espetáculo",,,"No verso da foto 1 consta ""Para Dina e Paulo. Um abraço grande. Jasmim"""
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas e ensaio da peça ""Seis Personagens à Procura de um Autor"". Teatro Copacabana. RJ - Rio de Janeiro, 1977. De Luigi Pirandello. Direção Paulo José Fot. 1: Gabriela Pacobahyba e Tiago Santiago Fot. 2: Gabriela Pacobahyba e Tiago Santiago Fot. 3: Gabr","1 dossiê (234 docs.: 9 contatos com 227 imagens, 7 fotos, p&b, color; 8 x 10,5cm a 23,5 x 18cm).",126509,"Rio de Janeiro : [s.n.], 1977.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/seis-personagens-a-procura-de-um-autor-rj-rio-de-janeiro-1977-cenas-do-espetaculo-e-ensaio/,"Seis Personagens a Procura de um Autor / RJ - Rio de Janeiro, 1977 : Cenas do espetáculo e ensaio",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""O Colecionador"". Teatro Maison de France. RJ - Rio de Janeiro, 1974. De David Parker e John Fowles. Direção Fernando Torres. Cenário Helio Eichbarier. Programação Visual Cyro Del Nero. Fot. 1: Dina Sfat Fot. 2: Dina Sfat e Juca de Oliveir","1 dossiê (40 docs.: 37 fotos, 3 duplicatas, p&b; 11,5 x 17,7cm a 23,5 x 18cm).",126507,"Rio de Janeiro : [s.n.], 1974.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-colecionador-rj-rio-de-janeiro-1974-cenas-do-espetaculo/,"O Colecionador / RJ - Rio de Janeiro, 1974 : Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas do filme ""A Vida Provisória"". 1968. Autoria e direção de Maurício Gomes Leite. Elenco: Paulo José, Dina Sfat, José Lewgoy, Joana Fomm, Mario Lago, Márcia Rodrigues, Hugo Carvana, Paulo Cesar Pereio, José Wilker, Jota Dângelo, Maurício Lansky e José","1 dossiê (20 fotos: p&b; 17,7 x 23,6 cm a 23,5 x 17,8 cm).",126477,"[S.l.: s.n.], 1968.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-vida-provisoria-1968-cenas-do-filme/,"A Vida Provisória, 1968 : Cenas do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas da gravação do filme ""O Corpo Ardente"". 1966. Direção Walter Hugo Curi. Fot. 1: Pessoa não identificada Fot. 2: Um cavalo Fot. 3: Equipe de filmagem Fot. 4: Walter Hugo Curi e equipe Fot. 5: Equipe de filmagem Fot. 6: Gravação Fot. 7: Walter Hugo","7 fots. : p&b, higienizadas/em bom estado de conservação ; 12,6 cm x 13,5 cm a 23,1 cm x 17,5 cm.",126475,"[S.l.: s.n.], 1966.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-corpo-ardente-1966-cenas-da-gravacao-do-filme/,"O Corpo Ardente, 1966: Cenas da gravação do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas do filme ""Das Tulipas Coração"", 1980-82. Direção Ana Carolina. Obs: Algumas fotos datam de setembro, 1980. Provávelmente época das folmagens. A estreia do filme foi em 1982. Fot. 1: Ney Latorraca, Dina Sfat, Antonio Fagundes e Xuxa Lopes Fot. 2: A","12 fots. : p&b e coloridas, higienizadas/em bom estado de conservação ; 13 cm x 8,5 cm a 24 cm x 17,6 cm.",126473,"[S.l.: s.n.], 1980-82.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/das-tulipas-coracao-1980-82-cenas-do-filme/,"Das Tulipas Coração, 1980-82: Cenas do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas do espetáculo ""A Mandrágora"". Teatro Casa Grande. RJ - Rio de Janeiro e Teatro de Arena. SP - São Paulo, 1975. De Nicolau Maquiavel. Tradução Mário da Silva. Direção Paulo José. Cenário e figurino Hélio Eichbaver. Direção Musical La Fayette Galvão.","67 fots. : nº dig. 10, p&b, higienizadas/em bom estado de conservação ; 6,5 cm x 10 cm a 23,5 cm x 18 cm.",126453,"Rio de Janeiro e São Paulo : [s.n.], 1975.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-mandragora-rj-rio-de-janeiro-e-sp-sao-paulo-1975-cenas-do-espetaculo/,"A Mandrágora / RJ - Rio de Janeiro e SP - São Paulo, 1975: Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas do filme ""Cassy Jones, O Magnifico Sedutor"", 1972 e [19--]. Direção Luis Sergio Person. Roteiro Joaquim Assis Fot. 1: Grande Otelo e Paulo José Fot. 2: Sandra Bréa Fot. 3: Hugo Dibet e Paulo José Fot. 4: Sandra Bréa Fot. 5: Hugo Dibet, Sandra Bréa","21 docs. (10 fotos, 11 slides, p&b, color; 6 x 6 cm a 11,5 x 17,5 cm ).",126449,"[S.l.: s.n.], 1972 e [19--].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/cassy-jones-o-magnifico-sedutor-1972-e-19-cenas-do-filme/,"Cassy Jones, O Magnifico Sedutor, 1972 e [19--] : Cenas do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas do espetáculo ""Arena Conta Tiradentes"". SP - São Paulo, 1967. Obs: Albúm fotográfico do espetáculo Fot. 1: Yara Amaral, Renato Consorte, Dina Sfat, Gianfrancesco Guarnieri Fot. 2: Dina Sfat Fot. 3: Dina Sfat Fot. 4: Dina Sfat Fot. 5: Dina Sfat e Si","31 fots. : nº dig. 7, p&b, higienizadas ; 19 cm x 14 cm.",126447,"São Paulo : [s.n.], 1967.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/arena-conta-tiradentes-sp-sao-paulo-1967-cenas-do-espetaculo/,"Arena Conta Tiradentes / SP - São Paulo, 1967: Cenas do espetáculo",,,"Consta o registro ""Fotos Derly Marques"""
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""Arena Conta Zumbi"". RJ - Rio de Janeiro e Excursão, 1965. Direção Augusto Boal. Música Edu Lobo. Cia. Teatro de Arena Fot. 1: Dina Sfat Fot. 2: Dina Sfat e Chant Dession Fot. 3: Vera Gertel Fot. 4: Vera Gertel Fot. 5: Dina Sfat e [Anthero","1 dossiê (23 fotos: p&b; 6,5 x 9,5cm a 23,5 cm x 17,5 cm).",126445,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/arena-conta-zumbi-rj-rio-de-janeiro-e-excursao-1965-cenas-do-espetaculo/,"Arena Conta Zumbi / RJ - Rio de Janeiro e Excursão, 1965 : Cenas do espetáculo",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas do filme ""O Homem do Pau-Brasil"", 1982. De Joaquim Pedro de Andrade Fot. 1: Dina Sfat Fot. 2: Dina Sfat Fot. 3: Dina Sfat, Flavio Galvão e Ítala Nandi Fot. 4: Dina Sfat Fot. 5: Dina Sfat Fot. 6: Dina Sfat Fot. 7: Dina Sfat e Flavio Galvão Fot. 8: D","43 docs. (17 fotos, 17 negativos e 9 slides) : nº dig. 6, p&b e coloridos, higienizadas/em bom estado de conservação ; 6 cm x 6 cm a 6 cm x 18 cm.",126443,"[S.l.: s.n.], 1962.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/o-homem-do-pau-brasil-1982-cenas-do-filme/,"O Homem do Pau-Brasil, 1982: Cenas do filme",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.TA,"Cenas da peça ""A Irresistível Aventura"", dos bastidores, camarim e ensaios. RS - Porto Alegre (Teatro São Pedro), RJ - Rio de Janeiro e excursão, 1984 - 85. Cia. Teatro de Arena. Textos Garcia Lorca, Arthur Azevedo, Tennssee Williams e Tchekhov. Direção","1 dossiê (230 docs.: 5 contatos com 118 imagens, 48 fotos, 1 duplicata, 63 negativos, p&b, color; 9,4 x 12,2cm a 23,5 x 17,5cm).",126439,"[S.l.: s.n.], 1984 - 85.",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/a-irresistivel-aventura-rs-porto-alegre-rj-rio-de-janeiro-e-excursao-1984-85-cenas-do-espetaculo-bastidores-camarim-e-ensaios/,"A Irresistível Aventura / RS - Porto Alegre, RJ - Rio de Janeiro e excursão, 1984 - 85 : Cenas do espetáculo, bastidores, camarim e ensaios",,,
Dina Sfat e Paulo José,Dina Sfat | O José,ESP.CV,"Cenas de filmes não identificados, [19--] Fot. 1: Dina Sfat Slide Slide 1: Dina Sfat e atores não identificados Slide 2: Atores não identificados Slide 3: Dina Sfat Slide 4: Dina Sfat Slide 5: Dina Sfat e atriz não identificada Slide 6: Dina Sfat e [Pa","7 docs. (1 fot. e 6 slides) : p&b e coloridas, higienizadas/em bom estado de conservação ; 6 cm x 6 cm a 11 cm x 8 cm.",126437,"[S.l.: s.n.], [19--].",Dossiê de fotografias - Português,https://www.funarte.gov.br/colecoes-cedoc/filmes-nao-identificados-19-cenas-do-filme/,"Filmes não identificados, [19--]: Cenas do filme",,,
