Acervo,Agente,Classificação,Descrição,Descrição Física,Document,Imprenta,Inf. publicação,Link do Item,Título,Assuntos,Conteúdo,Locais
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Macunaíma"". Teatro São Pedro. SP - São Paulo, 1978. De Mário de Andrade. Direção Antunes Filho. Fot. 1: Atotes não identificados Fot. 2: Atotes não identificados Fot. 3: Atotes não identificados","1 dossiê (3 fotos, p&b; 18 x 23,4cm).",,"São Paulo : [s.n.], 1978.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/macunaima-sp-sao-paulo-1978-cenas-do-espetaculo/,"Macunaíma / SP - São Paulo, 1978 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Luz nas Trevas"". MG - Belo Horizonte, 1978. DCE Federal / BHTE. De Bertolt Brecht. Direção Belisário Barros. Fot. 1: Atores não identificados Fot. 2: Atores não identificados Fot. 3: Atores não identificados Fot. 4: Atores não identificad","1 dossiê (6 fotos: p&b; 11,2 x 16,2cm a 18 x 11,2cm).",,"Belo Horizonte : [s.n.], 1978.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/luz-nas-trevas-mg-belo-horizonte-1978-cenas-do-espetaculo/,"Luz nas Trevas / MG - Belo Horizonte, 1978 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena do filme ""A Longa Noite de Loucuras - La Notte Brava"", 1959. Direção de Mauro Bolognini. Fot. 1: Mylene Demongeot","1 dossiê (1 foto: p&b; 17,6 x 23,5cm) : Nº dig. 193.",,"[S.l.: s.n.], 1959.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-longa-noite-de-loucuras-1959-cena-do-filme/,"A Longa Noite de Loucuras, 1959 : Cena do filme",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Liberdade, Liberdade"". RJ - Rio de Janeiro, 1965. De Flavio Rangel e Millôr Fernandes. Direção Flavio Rangel. Direção musical Oscar Castro Neves. Produção Grupo Opinião Teatro de Arena. Fot. 1: Vianinha e Nara Leão","1 dossiê (Nº dig. 135, 1 foto, p&b; 23,7 x 17,6cm).",,"Rio de Janeiro : [s.n.], 1965.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/liberdade-liberdade-rj-rio-de-janeiro-1965-cena-do-espetaculo/,"Liberdade, Liberdade / RJ - Rio de Janeiro, 1965 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Inspetor Geral"". SP - São Paulo, 1994. De Nicolai Gógol. Direção Antonio Abujamra. Cenografia Tulio Costa. Figurinos Ninette Van Vüchelen. Maneco Quinderé Fot. 1: Fernando Peixoto, Antonio Abujamra e Renato Dobal Fot. 2: Fernando Peixot","1 dossiê (9 fotos, p&b; 10,5 x 13cm a 17,7 x 11,7cm).",,"São Paulo : [s.n.], 1994.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-inspetor-geral-sp-sao-paulo-1994-cenas-do-espetaculo/,"O Inspetor Geral / SP - São Paulo, 1994 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Os Inimigos"". SP - São Paulo, 1966. De Máximo Gorki. Direção José Celso Martinez Corrêa. Cenografia e figurino Flavio Império. Tradução Fernando Peixoto e José Celso Martinez Corrêa. Assistente de direção Eugênio Kusnet e Fernando Peixoto.","1 dossiê (1 foto: p&b; 10,8 x 16,5cm).",,"São Paulo : [s.n.], 1966.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-inimigos-sp-sao-paulo-1966-cena-do-espetaculo/,"Os Inimigos / SP - São Paulo, 1966 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Homem e seu Grito"". MG - Belo Horizonte, 1966. Texto de adaptação e direção Jonas Bloch e Jota Dângelo. Um espetáculo sobre Bertolt Brecht, vida e obra. Grupo Teatro Experimental Fot. 1: Cartaz de Lúcio Weick Fot. 2: Ator não identifica","1 dossiê (3 fotos: p&b; 11,3 x 17,3cm).",,"Belo Horizonte : [s.n.], 1966.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-homem-e-seu-grito-mg-belo-horizonte-1966-cenas-do-espetaculo/,"O Homem e seu Grito / MG - Belo Horizonte, 1966 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Homem do Barranco"". MT - Cuiabá, 1995. De Carlos Ferreira. Direção J. Astrevo Aguiar. Foto Lourivaldo Rodrigues. V Festival Matogrossense de Teatro. Fot. 1: Carlos Ferreira Fot. 2: Carlos Ferreira","1 dossiê (2 fotos: p&b; 11,6 x 17,5cm e 17,5 x 11,5cm).",,"Cuiaba, MT : [s.n.], 1995.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/homem-do-barranco-mt-cuiaba-1995-cenas-do-espetaculo/,"Homem do Barranco / MT - Cuiabá, 1995 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A História do Homem Que Lutou Sem Conhecer Seu Grande Inimigo"". [RS - Porto Alegre?], [19--]. Adaptação da obra de Augusto Boal ""Revolução na América do Sul"". Direção Coletiva. Figurino Isabella Lacerda. Música Caio Gomes. Crédito Arquivo d","1 dossiê (Nº dig. 157, 1 foto, color; 19 x 24,5cm).",,"[S.l.: s.n.], [19--].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-historia-do-homem-que-lutou-sem-conhecer-seu-grande-inimigo-rs-porto-alegre-19-cena-do-espetaculo/,"A História do Homem Que Lutou Sem Conhecer Seu Grande Inimigo/ [RS - Porto Alegre?], [19--] : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Harvey"". SP - São Paulo, 1951. Texto Mary Chase. Tradução Guilherme de Almeida. Direção Ziembinski. Produção Teatro Brasileiro de Comédia (TBC). Foto Fredi Kleemann. Arquivo Funarte. Fot. 1: Ziembinski","1 dossiê (Nº dig. 136, 1 foto, p&b; 17,7 x 11,6cm).",,"São Paulo : [s.n.], 1951.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/harvey-sp-sao-paulo-1951-cena-do-espetaculo/,"Harvey / SP - São Paulo, 1951 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Um Grito Parado no Ar"". Teatro Guaíra - PR - Curitiba e Excursão, 1973-74. De Gianfrancesco Guarnieri. Direção Fernando Peixoto. Cenário e figurino Joel de Carvalho. Música Toquinho. Produção Othon Bastos Produções. Fot. 1: Márcia Real, S","1 dossiê (189 docs.: 45 fotos, p&b; 7,3 x 10,4cm a 17,5 x 24cm, 144 negativos, p&b; 3mm) : Nº dig. 69.",,"[S.l.: s.n.], 1973-74.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/um-grito-parado-no-ar-pr-curitiba-e-excursao-1973-74-cenas-do-espetaculo/,"Um Grito Parado no Ar / PR - Curitiba e Excursão, 1973-74 : Cenas do espetáculo",,,Consta envelope 9 x 15cm
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da Peça ""Gota D'Água"". Teatro Carlos Gomes. RJ - Rio de Janeiro, 1976. De Paulo Pontes e Chico Buarque. Direção Gianni Ratto Fot. 1: Bibi Ferreira e Luis Linhares Fot. 2: Sônia Oiticica, Bibi Ferreira, Selma Lopes e Norma Sueli Fot. 3: Bibi Ferrei","1 dossiê (4 fotos: p&b; 11,6 x 17,5cm a 17,5 x 24cm).",,"Rio de Janeiro : [s.n.], 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/gota-dagua-rj-rio-de-janeiro-1976-cenas-do-espetaculo/,"Gota D'Água / RJ - Rio de Janeiro, 1976 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Galileu Galilei"". Excursão, 1968-84. De Bertolt Brecht. Direção Fernando Peixoto e José Celso Martinez Corrêa. Direção musical Júlio Medaglia. Musica Hans Gisten. Tradução Roberto Shartz. Cenário e figurino Joel de Carvalho. Obs: Em Belo H","1 dossiê (Nº dig. 7, 23 fotos: p&b; 11,5 x 17,3cm a 24 x 18cm).",,"[S.l.: s.n.], 1968-84.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/galileu-galilei-excursao-1968-84-cenas-do-espetaculo/,"Galileu Galilei / Excursão, 1968-84 : Cenas do espetáculo",,,"No verso da foto 17 consta ""DOAÇÃO: João Lima de Carvalho"""
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Os Fuzis de Dona Tereza"". SP - São Paulo, 1968. Teatro Ruth Escobar. De Bertolt Brecht. Direção, cenografia e figurino Flávio Império. Assistente de direção Myrian Muniz. Elenco: André Gouveia, Bety Chachamovitz, Cida Previatti, Maria Alice","1 dossiê (Nº dig. 155, 1 foto, p&b; 17,8 x 23,7cm).",,"São Paulo : [s.n.], 1968.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-fuzis-de-dona-tereza-sp-sao-paulo-1968-cena-do-espetaculo/,"Os Fuzis de Dona Tereza / SP - São Paulo, 1968 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Os Fuzis da Senhora Carrar"". Teatro Francisco Nunes. MG - Belo Horizonte, 1963-64. De Bertold Brecht. Direção e cenário Jonas Bloch. Produção Quarta Parede. Fot. 1: Cenário Fot. 2: Léa Delba, Rui Tângari e Jonas Bloch Fot. 3: Léa Delba e","1 dossiê (3 fotos: p&b; 17,5 x 11,5cm a 17,8 x 11,3cm).",,"Belo Horizonte : [s.n.], 1963-64.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-fuzis-da-senhora-carrar-mg-belo-horizonte-1963-64/,"Os Fuzis da Senhora Carrar / MG - Belo Horizonte, 1963-64",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Frei Caneca"". SP - São Paulo, 1972. Teatro São Paulo. De Carlos Queiroz Telles. Cenário e figurino Hélio Eichbauer. Música Carlos Castilho. Assistente de direção Mário Masetti. Fot. 1: Othon Bastos, Oswaldo D'Avila e Edson Santana Fot. 2:","1 dossiê (2 fotos, p&b; 14,5 x 19,5cm e 17,8 x 23,5cm) : Nº dig. 149.",,"São Paulo : [s.n.], 1972.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/frei-caneca-sp-sao-paulo-1972-cenas-do-espetaculo/,"Frei Caneca / SP - São Paulo, 1972 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Frank V"". Teatro São Pedro. SP - São Paulo, 1973. De Friedrich Dürrenmatt. Direção Fernando Peixoto. Cenário e figurino Gianni Ratto. Música Paul Burchad. Direção musical Paulo Herculano. Fot. 1: Carlos Augusto Strazzer, Sérgio Mamberti e","1 dossiê (261docs.: 62 fotos, p&b; 11,5 x 17,7cm a 17,6 x 11,5cm, 199 negativos, p&b; 3mm) : Nº dig. 17.",,"São Paulo : [s.n.], 1973.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/frank-v-sp-sao-paulo-1973-cenas-do-espetaculo/,"Frank V / SP - São Paulo, 1973 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Os Físicos"". RJ - Rio de Janeiro, 1966. Texto de Friedrich Dürrenmatt. Direção Zbigniew Ziembinski. Tradução Mário Silva. Fot. 1: Claudio Corrêa e Castro, Raul Cortez e Ziembinski Fot. 2: Claudio Corrêa e Castro e Ziembinski Fot. 3: Sebas","1 dossiê (3 fotos: p&b, 11,6 x 17,6cm).",,"Rio de Janeiro : [s.n.], 1966.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-fisicos-rj-rio-de-janeiro-1966-cenas-do-espetaculo/,"Os Físicos / RJ - Rio de Janeiro, 1966 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Os Filhos de Eduardo"". RJ - Rio de Janeiro, [1949?]. Teatro Ginástico. De Marc-Gilbert Sauvajon. Fot. 1: Ziembinski e Sylvia Orthof","1 dossiê (Nº dig. 134, 1 foto, p&b; 17,7 x 11,6cm).",,"Rio de Janeiro : [s.n.], [1949?].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-filhos-de-eduardo-rj-rio-de-janeiro-1949-cena-do-espetaculo/,"Os Filhos de Eduardo / RJ - Rio de Janeiro, [1949?] : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""O Filho do Cão"". SP - São Paulo, 1964. De Gianfrancesco Guarnieri. Direção Paulo José. Assistente de direção e iluminação Ruy Nogueira. Cenografia Flávio Império. Produção Teatro de Arena. Fot. 1: Gianfrancesco Guarnieri","1 dossiê (Nº dig. 156, 1 foto, p&b; 17,6 x 23,1cm).",,"São Paulo : [s.n.], 1964.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-filho-do-cao-sao-paulo-1964-cena-do-espetaculo/,"O Filho do Cão / São Paulo, 1964 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Feliz Ano Velho"". Teatro Iracema. RJ - Rio de Janeiro, 1983. De Alcides Nogueira. Adaptação do livro de Marcelo paiva. Direção Paulo Betti. Fot. 1: Cristiane Rando, Adilson Barros e Marcos Frota Fot. 2: Cristiane Rando, Adilson Barros e M","1 dossiê (3 fotos: p&b; 18 x 23,5cm).",,"Rio de Janeiro : [s.n.], 1983.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/feliz-ano-velho-rj-rio-de-janeiro-1983-cenas-do-espetaculo/,"Feliz Ano Velho / RJ - Rio de Janeiro, 1983 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas de ""Espetáculos não identificados"", [19--] Fot. 1: João das Neves e atores não identificados Fot. 2: João das Neves e atores não identificados Fot. 3: João das Neves e atores não identificados Fot. 4: João das Neves e atores não identificados Fot.","1 dossiê (147 docs.: 66 fotos, p&b; 17,5 x 24cm, 76 negativos: p&b; 3mm, 5 slides, color; 3mm) : Nº dig. 247.",,"[S.l.: s.n.], [19--].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/espetaculos-nao-identificados-19/,"Espetáculos não identificados, [19--]",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Espectros"". RJ - Rio de Janeiro, 1961. Teatro do Rio. De Henrik Ibsen. Tradução Pontes de Paula Lima. Direção Ziembinski. Cenografia e figurino Napoleão Moniz Freire. Elenco: Germano Filho, Maria Sampaio, Rubens Corrêa, Thelma Reston e Zie","1 dossiê (2 fotos, p&b; 17,5 x 11,5cm) : Nº dig. 158.",,"Rio de Janeiro : [s.n.], 1961.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/espectros-rio-de-janeiro-1961-cenas-do-espetaculo/,"Espectros / Rio de Janeiro, 1961 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Eles Não Usam Black-Tie"". São Paulo, [1956?] - 1958. De Gianfrancesco Guarnieri. Direção José Renato. Diretor de cena Wilson Ribaldo. Trilha sonora Adoniram Barbosa e Guerra Peixe. Música Adoniram Barbosa, Gianfrancesco Guarnieri e Guerra","1 dossiê (13 docs.: 12 fotos, 1 duplicata, p&b; 7,8 x 10,3cm a 23,9 x 17,5cm).",,"São Paulo : [s.n.], 1958.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/eles-nao-usam-black-tie-sao-paulo-1956-1958-cenas-do-espetaculo/,"Eles Não Usam Black-Tie / São Paulo, [1956?] - 1958 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Egmont"". RS - Rio Grande do Sul, 1958. De Goeth. Direção Ruggero Jacobbi. Fot. 1: Wolney de Assis e Fernando Peixoto Fot. 2: Luthero Luiz e Fernando Peixoto Fot. 3: Luthero Luiz e Fernando Peixoto Fot. 4: Atores não identificados - Teatro","1 dossiê (4 fotos: p&b; 9,3 x 11,5cm a 23,5 x 17,5cm)Nº dig. 73 : Nº dig. 73.",,"Rio Grande do Sul : [s.n.], 1958.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/egmont-rs-rio-grande-do-sul-1958-cenas-do-espetaculo/,"Egmont / RS - Rio Grande do Sul, 1958 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""E o Noroeste Soprou"". SP - São Paulo, 1954. De Edgard da Rocha Miranda. Direção Ziembinski. Cenografia Mauro Francini. Trilha sonora Enrico Simonetti. Produção Franco Zampari, Teatro Brasileiro de Comédia (TBC). Elenco: Benedito, Felipe Wag","1 dossiê (Nº dig. 137, 1 foto, p&b; 11,5 x 17,7cm).",,"São Paulo : [s.n.], 1954.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/e-o-noroeste-soprou-sp-sao-paulo-1954-cena-do-espetaculo/,"E o Noroeste Soprou / SP - São Paulo, 1954 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Don Juan"". Teatro Oficína. SP - São Paulo, 1970. De Molière. Tradução Fernando Peixoto, Gianfrancesco Guarnieri e José Celso Martinez Corrêa. Adaptação Fernando Peixoto e Gianfrancesco Guarnieri. Cenário e figurino Flávio Império; GER - Al","1 dossiê (232 docs.: 49 fotos, 16 contatos com 97 imagens, p&b; 3 x 23,7cm a 24 x 17,5cm e 89 negativos, p&b; 3mm) : Nº dig. 47.",,"[S.l.: s.n.], 1954 e 1970.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/don-juan-ger-alemanha-1954-e-sp-sao-paulo-1970-cenas-do-espetaculo/,"Don Juan / GER - Alemanha, 1954 e SP - São Paulo, 1970 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Don Juan Tenório"". RJ - Rio de Janeiro, 1959. De José Zorrilla. Arquivo Funarte. Fot. 1: Rodolfo Arena e Ziembinski","1 dossiê (Nº dig. 139, 1 foto, p&b; 11,5 x 17,6cm).",,"Rio de Janeiro : [s.n.], 1959.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/don-juan-tenorio-rj-rio-de-janeiro-1959-cena-do-espetaculo/,"Don Juan Tenório / RJ - Rio de Janeiro, 1959 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Os Dois Carrascos"". VEN - Venezuela, 1976. Obra ""Los Dos Verdugos"". De Fernando Arrabal. Direção Miguel Torrence. Grupo Teatro Estable de Carabobo - Arlequim Fot. 1: Grupo Teatro Estable de Carabobo - Arlequim","1 dossiê (1 foto: p&b; 19,5 x 25,5cm) : Nº dig. 269.",,"Venezuela : [s.n.], 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/os-dois-carrascos-ven-venezuela-1976-cena-do-espetaculo/,"Os Dois Carrascos / VEN - Venezuela, 1976 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Do Mundo Nada Se Leva"". SP - São Paulo, 1950. De George S. Kaufman e Moss Hart. Tradução M. L. Araújo Lima. Direção Luciano Salce. Cenografia Bassano Vaccarini. Figurino Cleyde Yáconis. Produção Franco Zampari. Teatro Brasileiro de Comédia","1 dossiê (Nº dig. 133, 1 foto, p&b; 17,5 x 11,6cm).",,"São Paulo : [s.n.], 1950.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/do-mundo-nada-se-leva-sp-sao-paulo-1950-cena-do-espetaculo/,"Do Mundo Nada Se Leva / SP- São Paulo, 1950 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Divórcio para Três"". SP - São Paulo, 1956. De Victorien Sardou. Direção Ziembinski. Arquivo Funarte. Fot. 1: Fred Klem e Ziembinski","1 dossiê (Nº dig. 138, 1 foto, p&b; 17,6 x 11,6cm).",,"São Paulo : [s.n.], 1956.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/divorcio-para-tres-sao-paulo-1956-cena-do-espetaculo/,"Divórcio para Três / São Paulo, 1956 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Direita de Deus Pai"". VEN - Valencia, 1976. De Henrique Buenaventura. Direção Miguel Torrence. Fot. 1: Grupo Teatro Estable de Carabobo - Arlequim","1 dossiê (1 foto: p&b; 18 x 24,5cm) : Nº dig. 268.",,"Venezuela : [s.n.], 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-direita-de-deus-pai-ven-valencia-1976-cena-do-espetaculo/,"A Direita de Deus Pai / VEN - Valencia, 1976 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Dias Felizes"". SP - São Paulo, 1956. De Claude André Puget. Direção José Renato. Teatro de Arena. Fot. 1: Gianfrancesco Guarnieri, Vera gertel, Vianinha, Méa Marques, Sérgio Rosa e Alzira Mattar Fot. 2: Gianfrancesco Guarnieri, Vera gerte","1 dossiê (3 fotos: p&b; 11,1 x 17,6cm a 23,1 x 17,7cm).",,"São Paulo : [s.n.], 1956.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/dias-felizes-sp-sao-paulo-1956-cenas-do-espetaculo/,"Dias Felizes / SP - São Paulo, 1956 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Devoção à Cruz"". [SP - São Paulo?], 1959. Fot. 1: Platéia em teatro não identificado","1 dossiê (1 foto: p&b; 11,5 x 18cm) : Nº dig. 272.",,"[S.l.: s.n.], 1959.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-devocao-a-cruz-sp-sao-paulo-1959-cena-do-espetaculo/,"A Devoção à Cruz / [SP - São Paulo?], 1959 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Deus Lhe Pague"". MT - Cuiabá, 1995. De Joracy Camargo. Direção Elisa Gomes. V Festival Matogrossense de Teatro. Foto FEMAT. Fot. 1: Marcos Roberto Tiso e Márcia Trindade","1 dossiê (Nº dig. 148, 1 foto, p&b; 17,7 x 11,7cm).",,"Cuiabá : [s.n.], 1995.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/deus-lhe-pague-mt-cuiaba-1995-cena-do-espetaculo/,"Deus lhe Pague / MT - Cuiabá, 1995 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Despacho"". RS - Porto Alegre, 1961. De Márcio de Almeida. Fot. 1: Ivette Brandalise e Paulo César Peréio Fot. 2: Atores não identificados","1 dossiê (2 fotos: p&b; 12,5 x 15,5cm e 23 x 16cm) : Nº dig. 273.",,"RS - Porto Alegre : [s.n.], 1961.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-despacho-rs-porto-alegre-1961-cenas-do-espetaculo/,"O Despacho / RS - Porto Alegre, 1961 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Descalços no Parque"". RJ - Rio de Janeiro, 1964. Teatro Maison de France. De Neil Simon. Tradução Tati de Moraes. Direção Ziembinski. Cenografia Napoleão Moniz Freire. Elenco: Carlos Kroeber, Cecil Thiré, Helena Ignez, Henrique Fernandes, M","1 dossiê (Nº dig. 143, 1 foto, p&b; 11,8 x 17,7cm).",,"Rio de Janeiro : [s.n.], 1964.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/descalcos-no-parque-rj-rio-de-janeiro-1964/,"Descalços no Parque / RJ - Rio de Janeiro, 1964",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Depoimento no Teatro Anchieta. SP - São Paulo, 1975. Funarte / IBAC Fot. 1: Eugênio Kusnet","1 dossiê (Nº dig. 151, 1 foto, p&b; 11,5 x 17,5cm).",,"São Paulo : [s.n.], 1975.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/depoimento-no-teatro-anchieta-sao-paulo-1975/,"Depoimento no Teatro Anchieta / São Paulo, 1975",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Compadecida"". Excursão, 1957. De Ariano Suassuna Fot. 1: Mirtis Grizoli, Milton Ribeiro, Zé Luiz Pinho e Ricardo Bandeira","1 dossiê (Nº dig. 154, 1 foto, p&b; 17,4 x 11cm).",,"[S.l.: s.n.], 1957.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-compadecida-excursao-1957-cena-do-espetaculo/,"A Compadecida / Excursão, 1957 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Peça ""Coiteiros"". PB - João Pessoa, [entre 1977-78]. Teatro Santa Roza. Do romance de José Américo de Almeida. Direção Fernando Peixoto. Grupo Oficial do Teatro Santa Roza. Patrocinio S.N.T, FUNARTE, M.E.C, S.E.C e Governo do Estado da Paraíba. Fot. 1:","1 dossiê (1 foto: p&b; 8,2 x 10,5cm).",,"[S.l.: s.n.], [entre 1977-78].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/coiteiros-pb-joao-pessoa-entre-1977-78-fachada-do-teatro/,"Coiteiros / PB - João Pessoa, [entre 1977-78] : Fachada do Teatro",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Círculo Vicioso"". RJ - Rio de Janeiro, 1961. Teatro do Rio. De Somerset Maugham. Tradução Elsie Lessa e Ivan Lessa. Direção Ziembinski. Cenografia Bellá Paes Leme. Elenco: Isabel Tereza, Ivan de Albuquerque, Maria Sampaio, Ney Mandarino, Ru","1 dossiê (Nº dig. 145, 1 foto, p&b; 17,7 x 11,5cm).",,"Rio de Janeiro : [s.n.], 1961.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/circulo-vicioso-rj-rio-de-janeiro-1961-cena-do-espetaculo/,"Círculo Vicioso / RJ - Rio de Janeiro, 1961 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Chuva"". RJ - Rio de Janeiro, 1945. De Somerset Maugham. Tradução Genolino Amado. Fot. 1: Dulcina","1 dossiê (Nº dig. 146, 1 foto, p&b; 17,5 x 11,5cm).",,"Rio de Janeiro : [s.n.], 1945.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/chuva-rj-rio-de-janeiro-1945-cena-do-espetaculo/,"Chuva / RJ - Rio de Janeiro, 1945 : Cena do espetáculo",,,
