colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Oil paint,https://artsandculture.google.com/asset/gvea-golf/ywH5eNUGUN6eOA,Lucílio De Albuquerque,1928,óleo sobre tela,Gávea Golf,,,,,,,
Oil paint,https://artsandculture.google.com/asset/loth-e-as-filhas/MwGNCAqHYj-SwQ,Andrea Vaccaro,1937,óleo sobre tela,Loth e as filhas,,,,,,,
Oil paint,https://artsandculture.google.com/asset/bacantes-em-festa/dAGGXoUsWJZIsw,Rodolfo Chambelland,1905,óleo sobre tela,Bacantes em festa,,,,,,,
Oil paint,https://artsandculture.google.com/asset/mocambos/YQEBvkuXMFBFoQ,Frans Post,1659,óleo sobre madeira,Mocambos,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vaso-com-flores/YwHAILOQf6V91Q,Belmiro de Almeida,1893,óleo sobre tela,Vaso com flores,,,,,,,
Oil paint,https://artsandculture.google.com/asset/tarefa-pesada-favela/bQHQJHj16tQvCA,Gustavo Dall'ara,1913,óleo sobre tela,,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-ouro-preto-mg/GAGSAt-AXlCMUA,Anita Malfatti,1948,óleo sobre tela,"Paisagem de Ouro Preto, MG",,,,,,,
Oil paint,https://artsandculture.google.com/asset/morte-do-visconde-de-turenne-marechal-de-frana/0gHu6PxM6zzBvA,Félix Émile Taunay,1800/1881,óleo sobre tela,"Morte do Visconde de Turenne, Marechal de França",,,,,,,
Oil paint,https://artsandculture.google.com/asset/marinha-por-do-sol/BAGaeQHcU5dnNA,Eugène Boudin,1887,óleo sobre madeira,Marinha. Por-do-sol,w21 x h26.7,,,,,,
Oil paint,https://artsandculture.google.com/asset/corando-a-roupa/9gFptiK4rpq9ww,George Morren,1894,óleo sobre tela,Corando a roupa,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-de-mulher-desabill-amarelo-lao-roxo/YwEm-IVl6qv1cA,Rodolfo Amoedo,1892,óleo sobre madeira,,,,,,,,
Oil paint,https://artsandculture.google.com/asset/a-charrete/2AFuLLLfNCH5Dw,Georgina de Albuquerque,1900/1960,óleo sobre tela,A charrete,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-do-pintor-jean-baptiste-debret-cpia-do-original-de-manuel-de-arajo-porto-alegre/zQH4LssvODrC6g,Rodolfo Amoedo,,óleo sobre tela,Retrato do pintor Jean Baptiste Debret - cópia do original de Manuel de Araújo Porto-Alegre,,,,,,,
Oil paint,https://artsandculture.google.com/asset/deauville-a-enseada/kQGxx1QinYQuhQ,Eugène Boudin,1885,óleo sobre madeira,Deauville - A enseada,w35.1 x h27.3,,,,,,
Oil paint,https://artsandculture.google.com/asset/lavadeiras-nas-margens-do-touques/3wEwJQuCspZ7vQ,Eugène-Louis Boudin,1890,óleo sobre madeira,Lavadeiras nas margens do Touques,,,,,,,
Oil paint,https://artsandculture.google.com/asset/so-mateus-evangelista/2AHeMaHDxWfogQ,Nicolas Antoine Taunay,1800/1825,óleo sobre tela,São Mateus Evangelista,,,,,,,
Oil paint,https://artsandculture.google.com/asset/autorretrato/pgFkDS2FcxP1xg,Angelina Agostini,1915,óleo sobre tela,Autorretrato,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vacas-no-prado-no-vale-do-toques/QAGQcsZ4sVobpQ,Eugène Boudin,1892,óleo sobre tela,Vacas no prado no Vale do Toques,w58.3 x h36,,,,,,
Oil paint,https://artsandculture.google.com/asset/nossa-senhora-do-carmo/bwEEvoVtSa3FeQ,Candido Portinari,1944,óleo sobre madeira,Nossa Senhora do Carmo,w120 x h220 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/so-simo-stock/pAGT3I_cq5tXdA,Candido Portinari,1944,óleo sobre madeira,São Simão Stock,w60 x h175 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-de-moa/RQH_4WCLFqcgQg,Eliseu Visconti,1900/1940,óleo sobre tela,Retrato de moça,,,,,,,
Oil paint,https://artsandculture.google.com/asset/estudo-para-o-cartaz-da-pea-teatral-orfeu-da-conceio-de-vincius-de-moraes-/DgGdy87tRTpOHw,Djanira,1956,óleo e guache sobre cartão,"Estudo para o cartaz da peça teatral ""Orfeu da Conceição"", de Vinícius de Moraes ,",,,,,,,
Oil paint,https://artsandculture.google.com/asset/frutas/nAFCSEqs7rMA9g,Estevão Silva,1888,óleo sobre tela,Frutas,,,,,,,
Oil paint,https://artsandculture.google.com/asset/panorama-do-rio-de-janeiro/KgEQ_V8VJaW3Ew,Nicola Facchinetti,1850/1880,óleo sobre tela,Panorama do Rio de Janeiro,w100 x d300 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/vestido-rosa/IQGU3aiT86v47A,Henrique Cavalleiro,1921,óleo sobre tela,Vestido rosa,,,,,,,
Oil paint,https://artsandculture.google.com/asset/nos-bastidores/NQEGaxbm3aryHQ,João Fahrion,1950,óleo sobre tela,Nos bastidores,,,,,,,
Oil paint,https://artsandculture.google.com/asset/martrio-de-so-sebastio/LAG6Kqwx1A2h7g,Autor desconhecido,1937,óleo sobre tela,Martírio de São Sebastião,,,,,,,
Oil paint,https://artsandculture.google.com/asset/cristo-no-horto-das-oliveiras/9wHTHzX6Ga75ww,"Guercino, Giovanni Francesco Barbieri, dito IL",1937,óleo sobre tela,Cristo no horto das Oliveiras,,,,,,,
Oil paint,https://artsandculture.google.com/asset/xtase-de-santa-maria-madalena/VQG4b3iNMBBQDg,Francesco Albani,1937,óleo sobre tela,Êxtase de Santa Maria Madalena,,,,,,,
Oil paint,https://artsandculture.google.com/asset/bordeaux-o-porto/tAEe_37MIa7pFw,Eugène Boudin,1876,óleo sobre tela,Bordeaux. O porto,w46.7 x h31.2,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem/cAHRlVFzzQ3y_A,Francisco Rebolo,1954,óleo sobre tela,Paisagem,,,,,,,
Oil paint,https://artsandculture.google.com/asset/lapa-rio-de-janeiro-rj/XwHjTj_GVsGN6w,Iberê Camargo,1947,óleo sobre tela,"Lapa, Rio de Janeiro, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/a-deposio-do-cristo/MwF4Fo0H_BQW0Q,Autor desconhecido,1937,óleo sobre tela,A Deposição do Cristo,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-pernambucana/7AGKcYeJUme5VA,Teles Júnior,1901,"óleo sobre tela,",Paisagem pernambucana,,,,,,,
Oil paint,https://artsandculture.google.com/asset/natureza-morta-com-frutas/UAHs0RZqL6SqFQ,Abraham Brueghel,1650/1697,óleo sobre tela,Natureza morta com frutas,,,,,,,
Oil paint,https://artsandculture.google.com/asset/autorretrato/8gHWTSeelT4XIw,Georgina de Albuquerque,1904,óleo sobre tela,Autorretrato,,,,,,,
Oil paint,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-entrada-da-barra/1AHdsMkeYtJQXA,Vítor Meireles,1885,óleo sobre tela,,w195.3 x h57 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-do-baro-de-so-joaquim/VAEbiGNrcrt26w,Edouard Vienot - Henri Georges Morisset,1877,óleo sobre tela,Retrato do Barão de São Joaquim,,,,,,,
Oil paint,https://artsandculture.google.com/asset/amores-do-moleiro/MQEk23lil_PEsw,Carlos Reis,1885/1902,óleo sobre madeira,Amores do moleiro,,,,,,,
Oil paint,https://artsandculture.google.com/asset/consertando-a-rede/bwFSQvcNfUUMDw,Raimundo Cela,1947,óleo sobre tela,Consertando a rede,,,,,,,
Oil paint,https://artsandculture.google.com/asset/cristo-carregando-a-cruz/JQEtaF7joXR_lg,Hieronymus Francken (atribuído),1937,óleo sobre tela,Cristo carregando a cruz,,,,,,,
Oil paint,https://artsandculture.google.com/asset/sob-a-verdura/JQFXedy9WBhbwQ,José Julio De Souza Pinto,1870/1939,óleo sobre tela,Sob a verdura,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-de-teodoro-taunay-criana/SwHNLB4m9zz5JA,Nicolas Antoine Taunay,1800,óleo sobre cartão,Retrato de Teodoro Taunay criança,,,,,,,
Oil paint,https://artsandculture.google.com/asset/jogadores-de-dados/VAGmE_v1naVzew,Julius Ehrentraut,1865/1922,óleo sobre madeira,Jogadores de dados,,,,,,,
Oil paint,https://artsandculture.google.com/asset/cerejas/zAF8ppUzcJR6Ig,Aldo Bonadei,1930,óleo sobre madeira,Cerejas,w32.5 x h23 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/grota/wAGzCcKVpJ-iIA,Manuel de Araújo Porto Alegre,,óleo sobre tela,Grota,w35 x d27 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/pintura-n-2/HwHHn7Jk6DfH-g,Tomie Ohtake,1960,óleo sobre tela,Pintura nº 2,,,,,,,
Oil paint,https://artsandculture.google.com/asset/morro-da-guia-cabo-frio-rj/MQGDs6zAOqyxAQ,Djanira,1970,óleo sobre tela,"Morro da Guia, Cabo Frio, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/natureza-morta-com-flores/OQGmPVJX82WVIw,Abraham Brueghel,1655/1697,óleo sobre tela,Natureza morta com flores,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-da-baronesa-de-so-joaquim/6wGHWk8QxIG6iw,Edouard Vienot - Henri Georges Morisset,1877,óleo sobre tela,Retrato da Baronesa de São Joaquim,,,,,,,
Oil paint,https://artsandculture.google.com/asset/flores-no-vaso/AgF7D1DwaMUAwg,José Julio De Souza Pinto,1870/1939,óleo sobre tela,Flores no vaso,,,,,,,
Oil paint,https://artsandculture.google.com/asset/exposed-painting-cadmium-orange/QwEjzzSqawv7_A,Callum Innes,1980/2010,óleo sobre tela,Exposed Painting Cadmium Orange,,,,,,,
Oil paint,https://artsandculture.google.com/asset/nas-colinas/GAFDvKRvmKCvVA,Fernando Fader,1906,óleo sobre tela,Nas colinas,,,,,,,
Oil paint,https://artsandculture.google.com/asset/pastoreio-gacho/mAEf__RMBRclfA,Fernando Fader,1906,óleo sobre tela,Pastoreio gaúcho,,,,,,,
Oil paint,https://artsandculture.google.com/asset/o-paraso-terrestre/wQFt2i2SC4z9YA,Roeland Jacobsz Savery,1590/1639,óleo sobre madeira,O paraíso terrestre,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vista-de-npoles/XwFmH8u95qzRqQ,Giovanni Serritelli,1830/1860,óleo sobre tela,Vista de Nápoles,,,,,,,
Oil paint,https://artsandculture.google.com/asset/so-lucas-evangelista/SAGOTIi6B4tTtw,Nicolas Antoine Taunay,1800/1825,óleo sobre tela,São Lucas Evangelista,,,,,,,
Oil paint,https://artsandculture.google.com/asset/pescadores/gQG5SJARyJMt7A,Tomás Santa Rosa,1943,óleo sobre tela,Pescadores,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-vrzea/VgH-pYsN-slxdA,Frans Post,1637/1680,óleo sobre madeira,Paisagem de várzea,,,,,,,
Oil paint,https://artsandculture.google.com/asset/cruzadores-em-villefranche/AQG8W8W3iq2Ebw,Eugène Boudin,1882,óleo sobre tela,Cruzadores em Villefranche,w55.6 x h40.5,,,,,,
Oil paint,https://artsandculture.google.com/asset/natureza-morta/jQHQi8gzjk07zQ,Djanira,1961/1970,óleo sobre tela,Natureza morta,,,,,,,
Oil paint,https://artsandculture.google.com/asset/virgem-com-flores/TwHuHYcdMx2MbA,Daniel Seghers / Jean Kessel,1600/1661,óleo sobre madeira,Virgem com flores,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-de-mulher/OQHgXwg1_eUhzw,Dimitri Ismailovitch,1937,óleo sobre tela,Retrato de mulher,,,,,,,
Oil paint,https://artsandculture.google.com/asset/os-bandeirantes/iQFoadS7egoM6w,HENRIQUE BERNARDELLI,1930,óleo sobre tela,Os bandeirantes,w400 x d290 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/a-cascatinha-da-tijuca-rio-de-janeiro-rj/jgE8rqa66FH-Bw,Henri Nicolas Vinet,1876,óleo sobre tela,"A cascatinha da Tijuca, Rio de Janeiro, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/saveiros/egGLrbXfh_RUmA,Antônio Garcia Bento,1925,óleo sobre tela,Saveiros,,,,,,,
Oil paint,https://artsandculture.google.com/asset/estudo-de-reflexos/zwEYwsMqWo7WvA,Carlos Oswald,1909,óleo sobre tela,Estudo de reflexos,w76 x d58 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/olinda/tgEAb8kgHWUb-g,Frans Post,1637/1680,óleo sobre tela,Olinda,,,,,,,
Oil paint,https://artsandculture.google.com/asset/so-joo-evangelista/9AHz8uG9Z0T6zA,Nicolas Antoine Taunay,1800/1825,óleo sobre tela,São João Evangelista,,,,,,,
Oil paint,https://artsandculture.google.com/asset/natureza-morta/dgHmqxSbyUSQhQ,Alberto Da Veiga Guignard,1952,óleo sobre madeira,Natureza-morta,,,,,,,
Oil paint,https://artsandculture.google.com/asset/honfleur-o-porto/vQErK1akvgF-jA,Eugène Boudin,1896,óleo sobre madeira,Honfleur. O porto,w46 x h25,,,,,,
Oil paint,https://artsandculture.google.com/asset/zumbido-zoantrpico/TQHAjBBTt7tAVw,Jorge Guinle,1980,óleo sobre tela,Zumbido Zoantrópico,,,,,,,
Oil paint,https://artsandculture.google.com/asset/sem-ttulo/kwGrdixWu0jYYw,Sergio Fingermann,2001,Óleo sobre tela,Sem Título,w180 x d239 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/bianca/bAHd-g0OSSKoCg,Eugênio Latour,1912,óleo sobre tela colada em cartão,Bianca,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-niteri-rj/LgEuVzSF7ZABnw,Firmino Monteiro,1880/1888,óleo sobre tela,"Paisagem de Niterói, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/abril-ou-poesia-da-tarde/IQE_c7Vruv0c7w,João Batista da Costa,1895,óleo sobre tela,Abril ou Poesia da tarde,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vacas-no-pasto/FQEVPI4iql5zng,Eugène Boudin,1890,óleo sobre tela,Vacas no pasto,w65.3 x h40.3,,,,,,
Oil paint,https://artsandculture.google.com/asset/pau-brasil/3AFt6yzK3rUSCQ,Jorge Guinle,1986,"óleo sobre tela,","Pau-brasil,",,,,,,,
Oil paint,https://artsandculture.google.com/asset/vista-da-gamboa/-QE-zlshRK4i0g,Louis Buvelot,1852,óleo sobre cartão,Vista da Gamboa,,,,,,,
Oil paint,https://artsandculture.google.com/asset/retrato-do-gravador-augusto-girardet/sAGD68Q0d9nxeg,Rodolfo Amoedo,1919,óleo sobre tela,Retrato do gravador Augusto Girardet,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-sabar-mg/PgHOY3whaizyrw,Hipólito Caron,1891,óleo sobre tela,"Paisagem de Sabará, MG",,,,,,,
Oil paint,https://artsandculture.google.com/asset/autorretrato/JQHYZmAZ5iMImQ,Manuel Santiago,1938,óleo sobre tela,Autorretrato,,,,,,,
Oil paint,https://artsandculture.google.com/asset/oradas/owG66ANu3JP9eQ,Eliseu Visconti,1890/1920,óleo sobre tela,Oréadas,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vacas-no-bebedouro/YAFMpQWgk6EtzA,Edouard Debat-Ponsan,1890,óleo sobre tela,Vacas no bebedouro,,,,,,,
Oil paint,https://artsandculture.google.com/asset/autorretrato/FwHpeymjquykdg,João Fahrion,1939,óleo sobre tela,Autorretrato,,,,,,,
Oil paint,https://artsandculture.google.com/asset/interior-de-ateli/ugFIJ4uw6YskwQ,Carlos Chambelland,1909,óleo sobre tela,Interior de ateliê,,,,,,,
Oil paint,https://artsandculture.google.com/asset/rea-romana/1gEnjSRg2oAu-g,Grandjean de Montigny,,óleo sobre tela,Área romana,,,,,,,
Oil paint,https://artsandculture.google.com/asset/uma-festa-campestre/4AHwVOjF2ii-Ow,Egidius Van Gillis Tilborgh,1937,óleo sobre tela,Uma festa campestre,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vista-de-npoles/nAEYMZ_fUVcUGA,Giovanni Serritelli,1830/1860,óleo sobre tela,Vista de Nápoles,,,,,,,
Oil paint,https://artsandculture.google.com/asset/figueira-brava/xQHY8YDlQGTz5A,Nicola Facchinetti,1897,óleo sobre tela colada em madeira,Figueira brava,,,,,,,
Oil paint,https://artsandculture.google.com/asset/composio/uQEWuR77bul8yg,Aldo Bonadei,1952,óleo sobre tela,Composição,,,,,,,
Oil paint,https://artsandculture.google.com/asset/ester-perante-assuero/zQF2u7zV3DK21Q,"Frans Francken, O Jovem",1591/1642,óleo sobre madeira,Ester perante Assuero,,,,,,,
Oil paint,https://artsandculture.google.com/asset/portrieux-a-costa-na-mar-baixa/AgFUvI-NCN-EbQ,Eugène Boudin,1872,óleo sobre madeira,Portrieux. A costa na maré baixa,w41 x h26,,,,,,
Oil paint,https://artsandculture.google.com/asset/portrieux-barcos-encalhados/4QEvpOhnQeR_Zw,Eugène Boudin,1871,óleo sobre tela,Portrieux - Barcos encalhados,w58.2 x h36.3,,,,,,
Oil paint,https://artsandculture.google.com/asset/pedras-beira-mar-na-praia-de-icara-niteri-rj/zAFbKdxZ-ol4sQ,Giovanni Battista Castagneto,1886,óleo sobre tela,"Pedras à beira-mar na Praia de Icaraí, Niterói, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/praia-das-flechas-niteri-rj/4wGZVkROtj632g,Henrique Tribolet,1896,óleo sobre tela,"Praia das Flechas, Niterói, RJ",w50.3 x h23 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/figueira-paisagem-de-petrpolis/ZgFv5plF6HkAaw,Eurico Alves,1947,óleo sobre madeira,"Figueira"" (Paisagem de Petrópolis)",,,,,,,
Oil paint,https://artsandculture.google.com/asset/manh-no-porto/KgEbmDbN5i65-w,Antônio Garcia Bento,1984,óleo sobre tela,Manhã no porto,,,,,,,
Oil paint,https://artsandculture.google.com/asset/o-carreiro/qwEkdz3Rem4l1w,José Antônio da Silva,1965,óleo sobre tela,O carreiro,,,,,,,
Oil paint,https://artsandculture.google.com/asset/natureza-morta/IQFb7g93hu6MRg,José Fiúza Guimarães,1900,óleo sobre tela,Natureza morta,w65 x h35.3 cm,,,,,,
Oil paint,https://artsandculture.google.com/asset/entrada-do-porto-de-trouville/MwEZEcAHGSs9JQ,Eugène Boudin,1872,óleo sobre tela,Entrada do porto de Trouville,w56 x h42,,,,,,
Oil paint,https://artsandculture.google.com/asset/composio/TwGL7gQwpvvTqA,Benjamin Silva,959,óleo sobre tela,Composição,,1959,,,,,
Oil paint,https://artsandculture.google.com/asset/honfleur-navios-atracados-no-porto/7gFsWPSHrHS-rw,Eugène Boudin,1862,óleo sobre madeira,Honfleur. Navios atracados no porto,w40 x h28,,,,,,
Oil paint,https://artsandculture.google.com/asset/mimi-o-modelo/3wFuI8Oi1xj8ag,Henrique Cavalleiro,1929,óleo sobre tela,"Mimi, o modelo",,,,,,,
Oil paint,https://artsandculture.google.com/asset/cravos-de-petrpolis-rj/BgHPq1jbDHVjPA,Carlos Oswald,1920/1951,óleo sobre tela,"Cravos de Petrópolis, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/primeira-missa-no-brasil/gQHcNoSJtsOKpg,Vivaldo Ramos,1982,óleo sobre tela,Primeira missa no Brasil,,,,,,,
Oil paint,https://artsandculture.google.com/asset/cataplum/SgHGY9kejMb0ww,Mariano Barbasán Lagueruela,1907,óleo sobre tela,Cataplum,,,,,,,
Oil paint,https://artsandculture.google.com/asset/mignon/xAETVSc0l0gh1w,Maria Amélia D'azevedo,1896,óleo sobre tela,Mignon,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-capri-itlia/AAGBeCbv8fQOXQ,Rodolfo Bernardelli,1880/1930,óleo sobre tela,"Paisagem de Capri, Itália",,,,,,,
Oil paint,https://artsandculture.google.com/asset/usina/iwFX1IxttdilmQ,Frank Schaeffer,1952,óleo sobre tela,Usina,,,,,,,
Oil paint,https://artsandculture.google.com/asset/costurando/-wGJ-TANKYyg5g,Désiré Laugée,1850/1896,óleo sobre tela,Costurando,,,,,,,
Oil paint,https://artsandculture.google.com/asset/escolha-difcil/NgHnpD-9Vn6QjQ,Eugênio Latour,1902,óleo sobre tela,Escolha difícil,,,,,,,
Oil paint,https://artsandculture.google.com/asset/estudo-para-marab/7QFiRxbuqw_CZA,Rodolfo Amoedo,1882,óleo sobre tela,"Estudo para ""Marabá",,,,,,,
Oil paint,https://artsandculture.google.com/asset/uma-aldeia/QAGawP-dtokkgw,Nicolas Louis Cabat,1830/1893,óleo sobre tela,Uma aldeia,,,,,,,
Oil paint,https://artsandculture.google.com/asset/autorretrato/YAHdMmtB68pwbg,Ado Malagoli,1941,óleo sobre tela,Autorretrato,,,,,,,
Oil paint,https://artsandculture.google.com/asset/ocean-kingdom/nAH7XrMYMNRvwA,Alexander Gore,1980/2015,óleo sobre papel,Ocean Kingdom,,,,,,,
Oil paint,https://artsandculture.google.com/asset/panorama-de-so-tom-das-letras-mg/CwH64zrr1NJoSg,Nicola Facchinetti,1876,óleo sobre madeira,"Panorama de São Tomé das Letras, MG",w52 x d92 (cm),,,,,,
Oil paint,https://artsandculture.google.com/asset/canto-de-praia-com-recifes/HAEU021mpUSfMw,Eugène Boudin,1898,óleo sobre tela,Canto de praia com recifes,w58.8 x h33.5,,,,,,
Oil paint,https://artsandculture.google.com/asset/os-buritis-do-parn-mirim-pe/YAFqDmOl5YsGdw,Teles Júnior,1889,óleo sobre tela,"Os buritis do Parná-Mirim [PE]""",,,,,,,
Oil paint,https://artsandculture.google.com/asset/pintura/7QF7sR_zowTpvA,Jenner Augusto da Silveira,1961,óleo sobre tela,Pintura,,,,,,,
Oil paint,https://artsandculture.google.com/asset/batismo-de-cristo/uQERu3cP7pUiOQ,Autor desconhecido,1600/1816,óleo sobre cobre,Batismo de Cristo,,,,,,,
Oil paint,https://artsandculture.google.com/asset/vnus-saindo-das-ondas-do-mar/mgFLc8Z89UQtvw,Autor desconhecido,1937,óleo sobre madeira,Vênus saindo das ondas do mar,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem-de-cesson-frana/sgGyisEfMU-mMQ,Bustamante Sá,1951,óleo sobre aglomerado,"Paisagem de Cesson, França",,,,,,,
Oil paint,https://artsandculture.google.com/asset/navios-de-guerra-em-villefranche/9QEREjuMsOXtjg,Eugène Boudin,1891,óleo sobre madeira,Navios de guerra em Villefranche,w31.9 x h23.7,,,,,,
Oil paint,https://artsandculture.google.com/asset/alegoria-virtude/uwHD4Mk_HPhU1g,Autor desconhecido,1937,óleo sobre tela,Alegoria à virtude,,,,,,,
Oil paint,https://artsandculture.google.com/asset/moa-de-amarelo/lgGe3AJOzkB2Bg,Hilda Campofiorito,1936,óleo sobre tela,Moça de amarelo,,,,,,,
Oil paint,https://artsandculture.google.com/asset/terrao-na-ladeira-do-russel-glria-rio-de-janeiro-rj/dgFCxd_ZiH2shw,Joaquim Tenreiro,1946,óleo sobre tela,"Terraço [na] ladeira do Russel, Glória, Rio [de Janeiro, RJ",,,,,,,
Oil paint,https://artsandculture.google.com/asset/construo/mQEoEzGixVYaOA,Rossini Perez,1952,óleo sobre tela,Construção,,,,,,,
Oil paint,https://artsandculture.google.com/asset/paisagem/BgH8alY3rqMidA,Tiziana Bonazzola,1955,óleo sobre tela,Paisagem,,,,,,,
