colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Paper,https://artsandculture.google.com/asset/consertando-os-estragos-da-ressaca/DwGzNg-ooqp3AQ,"Klixto, Calixto Cordeiro, dito",1921,nanquim e grafite sobre papel,Consertando os estragos da ressaca,,,,,,,
Paper,https://artsandculture.google.com/asset/anchieta-de-paulo-mendes-de-almeida-ilustrao-para-a-revista-para-todos-edio-501-21-de-julho-de-1928-p16/EAHPSN_XYee58g,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-para-palmeiras-na-tijuca/pgGvGTQKgDLCWQ,Carlos Oswald,1940,carvão e caneta sobre papel,Estudo para Palmeiras na Tijuca,w33.2 x h22 cm,,,,,,
Paper,https://artsandculture.google.com/asset/malabarista-da-pera-de-pequim/lQFX8CR5OJpP2Q,Djanira,1961/1970,nanquim e grafite sobre papel,Malabarista da Ópera de Pequim,,,,,,,
Paper,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/XQFKtd6L3fKnuQ,Oswaldo Goeldi,1940,nanquim sobre papel colado em cartão,,,,,,,,
Paper,https://artsandculture.google.com/asset/bananal-de-paratyrj/awGIWKZrQvg9ZQ,Djanira,1961/1970,lápis de cor sobre papel,"Bananal de Paraty,RJ",,,,,,,
Paper,https://artsandculture.google.com/asset/cabaret/-gFm6KHlSieSZw,Henrique Alvim Corrêa,1890/1910,crayon e lápis de cor sobre papel,Cabaret,,,,,,,
Paper,https://artsandculture.google.com/asset/figura-masculina-agonizante-ilustrao-para-o-jornal-crtica-edio-195-02-de-julho-de-1929/jwHhVTW1rAHuTw,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/jarro-estudo-para-oratrio-djanira/WwHHnlkAK1eFxg,Djanira,1961/1970,lápis de cor e tinta hidrocor sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-paisagem-do-lbum-territrios-imaginrios/ywEk_thFceOhgg,Renina Katz,1983,"lápis-de-cor, tinta de esferográfica sobre papel vegetal colado em cartão","Estudo preparatório para [ paisagem do álbum ] ""Territórios Imaginários""",,,,,,,
Paper,https://artsandculture.google.com/asset/senhorita-sempre-a-mesma-no-amor-de-todo-anno-ilustrao-para-a-revista-para-todos/yAF42zObhW64Lw,Roberto Rodrigues,1923/1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/contorcionista-da-pera-de-pequim/4QGabtuvbhrwLA,Djanira,1961/1970,guache e grafite sobre papel,Contorcionista da Ópera de Pequim,,,,,,,
Paper,https://artsandculture.google.com/asset/sem-ttulo-da-srie-ensaio-de-um-bal-no-palco/XwEdQvXNuDReDA,Amador Perez,1986,grafite sobre papel,"Sem título [da série] ""Ensaio de um balé no palco""",,,,,,,
Paper,https://artsandculture.google.com/asset/la-sombra-impalpable/IwGzpkA8aw1QNQ,Miguel Ángel Ríos,2000,fotografia impressa em papel colocado sobre papel corrugado colado sobre tela pintada com tinta acrílica,La Sombra Impalpable,,,,,,,
Paper,https://artsandculture.google.com/asset/cena-de-suicdio-ilustrao-para-o-jornal-crtica-edio-140-28-de-abril-de-1929-p8/DAE0nCurEvbEoA,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-para-o-painel-paz-p/BQGrhe6t8GDE8Q,Candido Portinari,1955,grafite e lápis de cor sobre papel,,w5.9 x h6.4 cm,,,,,,
Paper,https://artsandculture.google.com/asset/figura-feminina-em-p-ilustrao/TQH6q8jGC_k8gQ,Roberto Rodrigues,1927,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/a-rainha-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/YgE5WsR6zHkKmQ,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/gabinete-de-leitura-em-um-passeio-pblico-estudo-fachada-corte-e-planta-do-trreo/DgEFRUd7Wie64g,Grandjean de Montigny (dtribuído),1800/1850,bico de pena e aquarela sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/jogo-do-pio-de-olimpio-correa-ilustrao-para-a-revista-para-todos-edio-501-21-de-julho-de-1928-p26/pgEUjVvKlWcLdQ,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-para-o-gigante-adormecido/ewE3ftRuOGPCOw,Carlos Oswald,1940,grafite e caneta vermelha sobre papel,"Estudo para ""O Gigante Adormecido""",w22 x h32 cm,,,,,,
Paper,https://artsandculture.google.com/asset/a-moa-que-peccou-ilustrao-para-a-revista-para-todos-edio-529-02-de-fevereiro-de-1929-p26/aQHNcQvcS2mygQ,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/versos-para-baby-charleston-de-borracha-ilustrao-para-a-revista-para-todos-edio-528-26-de-janeiro-de-1929-p41/IAGvjuQectKRZg,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/um-sobresalto-apenas-de-horcio-cartier-ilustrao-para-a-revista-para-todos-edio-540-20-de-abril-de-1929-p19/dQGMNfw-Wl-klQ,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/ilustrao-para-o-jornal-crtica-edio-327-04-de-dezembro-de-1929-p8/7QFaUWSS1yoFRg,Roberto Rodrigues,1929,nanquim sobre papel,"Ilustração para o Jornal Crítica [edição 327], 04 de dezembro de 1929, p.8",,,,,,,
Paper,https://artsandculture.google.com/asset/normgrafo-srie-5/WQHm7Va0zBsClA,Paiva Brasil,1968/1970,mista sobre papel,Normógrafo - Série 5,,,,,,,
Paper,https://artsandculture.google.com/asset/as-24-horas-de-uma-paixo-de-renato-viana-ilustrao-para-a-revista-jazz-27-de-agosto-de-1927/3QGcWxmxrkGFGA,Roberto Rodrigues,1927,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-paisagem-do-lbum-territrios-imaginrios/sQENR5pvD87D_A,Renina Katz,1977/2003,"lápis-de-cor, grafite e tinta de esferográfica sobre papel vegetal colado em cartão",Estudo preparatório para [ paisagem do álbum ] territórios imaginários,,,,,,,
Paper,https://artsandculture.google.com/asset/projeto-de-um-orfanato-militar-itlia-projeto-fachada-corte-e-estudo-de-detalhes/bwFNG9VZhrWdFA,Grandjean de Montigny,1801/1805,"bico de pena, aguada de nanquim e tinta vermelha sobre papel",,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-teorema/kgGRm0bs4lsKdA,Renina Katz,1983,tinta de esferográfica e grafite sobre papel vegetal,Estudo preparatório para teorema,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-paisagem-do-lbum-territrios-imaginrios/PwE9KSamtda-4A,Renina Katz,1983,"lápis-de-cor, tinta de esferográfica e grafite sobre papel vegetal colado em cartão","Estudo preparatório para [ paisagem do álbum ] ""Territórios Imaginários""",,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-paisagem-do-lbum-territrios-imaginrios/ngFgv7WmDQdpuA,Renina Katz,1983,"lápis-de-cor, tinta de esferográfica e grafite sobre papel vegetal colado em cartão","Estudo preparatório para [ paisagem do álbum ] ""Territórios Imaginários""",,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-preparatrio-para-teorema/SAG6SpB8H1Km2w,Renina Katz,1977/2003,tinta de esferográfica e grafite sobre papel vegetal,Estudo preparatório para teorema,,,,,,,
Paper,https://artsandculture.google.com/asset/a-minha-primeira-admiradora-de-roberto-rodrigues-ilustrao-para-a-revista-para-todos-edio-577-04-de-janeiro-de-1930-p10/VwF7MjhNTL1nXA,Roberto Rodrigues,1929,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-de-figurino-para-bal-iara/HAG5gK5AtwgINw,Cícero Dias,1934,aquarela e grafite sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/ciranda/7AHBKUt-zChu6Q,Djanira,1940,aquarela e nanquim sobre papel,Ciranda,,,,,,,
Paper,https://artsandculture.google.com/asset/at-ontem-em-atenas-nas-mos-do-malabarista-da-srie-caos-aparente/KgE6IxiN8_opyg,Marcio Périgo,1987,guache sobre papel,"Até ontem em Atenas nas mãos do malabarista, [da série] Caos Aparente",,,,,,,
Paper,https://artsandculture.google.com/asset/cho-da-avenida-de-sebastio-fernandes-ilustrao-para-a-revista-para-todos-edio-507-01-de-setembro-de-1928-p26/4wGz4MhT7E3gQw,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/estudo-de-painel-de-azulejos-para-o-corredor-da-casa-da-artista-em-santa-teresa-rio-de-janeiro-rj/dAGJOtIwXgPGAg,Djanira,1961/1970,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ",,,,,,,
Paper,https://artsandculture.google.com/asset/paisagem-dos-pirineus-frana/XwH_ybtWSrJ6ag,Gustave Doré,1870,aquarela sobre papel,"Paisagem dos Pirineus, França",,,,,,,
Paper,https://artsandculture.google.com/asset/artistas-e-intelectuais-brasileiros/tAG9bERUY2EXag,"Mendez, Mário Mendes, dito",1961,nanquim sobre papel,Artistas e intelectuais brasileiros,,,,,,,
Paper,https://artsandculture.google.com/asset/elle-no-toma-cocaina-mas-d-o-p-as-pequenas-ilustrao-para-a-revista-para-todos-edio-525-05-de-janeiro-de-1929-p23/kwGuVoRdw5JPCQ,Roberto Rodrigues,1928,nanquim sobre papel,,,,,,,,
Paper,https://artsandculture.google.com/asset/polifemo/LgEMbdJD6VyOKQ,Pompeo Girolamo Batoni,1761,sanguínea sobre papel,Polifemo,,,,,,,
Paper,https://artsandculture.google.com/asset/retrato-de-noel-rosa/dwFFfcjJpHAfGg,Luís Trimano,1980/1994,nanquim sobre papel,Retrato de Noel Rosa,,,,,,,
Paper,https://artsandculture.google.com/asset/colheita-de-caf/JgG5DBXHZeWW8g,Djanira,1946,crayon sobre papel,Colheita de café,,,,,,,
Paper,https://artsandculture.google.com/asset/os-guizos-do-dominzinho-estudo-de-figurino-para-o-bal-carnaval-das-crianas-brasileiras-de-villa-lobos/IwHgKYeXGs39FA,"Di Cavalcanti, Emiliano Augusto Cavalcanti de Albuquerque Melo, dito",1920,aquarela e grafite sobre papel,,,,,,,,
Academic art,https://artsandculture.google.com/asset/a-carioca-pedro-am%C3%A9rico/agHN7kl6MAEaOw,,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/degolao-de-so-joo-batista/4QF851lJohrEMg,Vítor Meireles,,,Degolação de São João Batista,,1855,,,,,
Academic art,https://artsandculture.google.com/asset/a-noite-acompanhada-dos-gnios-do-estudo-e-do-amor/6wEtdf782jQMyA,Pedro Américo,,,A noite acompanhada dos gênios do estudo e do amor,,1883,,,,,
Academic art,https://artsandculture.google.com/asset/descanso-do-modelo/1gF0VbW_a-rg0w,José Ferraz de Almeida Júnior,1882,óleo sobre tela,Descanso do modelo,,,,,,,
Academic art,https://artsandculture.google.com/asset/moiss-e-jocabed/YwF4OFH3tjQ8Gg,Pedro Américo,,,Moisés e Jocabed,,1884,,,,,
Academic art,https://artsandculture.google.com/asset/rabequista-rabe/PwFqJCfohckgZg,Pedro Américo,,,Rabequista árabe,,1884,,,,,
Academic art,https://artsandculture.google.com/asset/remorso-de-judas/vwF0Hf5wc4p3ug,José Ferraz de Almeida Júnior,1880,,Remorso de Judas,,,,,,,
Academic art,https://artsandculture.google.com/asset/batalha-do-ava/BgGRFmudOe0W0A,Pedro Américo,1877,óleo sobre tela,Batalha do Avaí,w600 x d1100 (cm),,,,,,
Academic art,https://artsandculture.google.com/asset/recado-difcil/ZAHZts5qGtvDiw,José Ferraz de Almeida Júnior,1895,óleo sobre tela,Recado difícil,,,,,,,
Academic art,https://artsandculture.google.com/asset/o-ltimo-tamoio/eAHLj8fNwqTSJw,RODOLFO AMOEDO,1883,óleo sobre tela,O último tamoio,w180 x d260 (cm),,,,,,
Academic art,https://artsandculture.google.com/asset/caipiras-negaceando/OAFBCVRT0FEtdQ,José Ferraz de Almeida Júnior,1888,,Caipiras negaceando,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-do-castelo/gQE5QhldXe6fCQ,Vítor Meireles,1885,óleo sobre tela,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-ndias/3wHNjJIAptNuZw,Vitor Meireles,1859/1860,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/a-partida-de-jacob/XwHso-5O7ptbBQ,Rodolfo Amoedo,1884,óleo sobre tela,A partida de Jacob,,,,,,,
Academic art,https://artsandculture.google.com/asset/joana-darc/VAHbSMW-ClO7jQ,Pedro Américo,,,Joana d'Arc,,1883,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-questo-christie/LAGBo0FCHOH_NA,Vítor Meireles,1864,óleo sobre tela,"Estudo para ""Questão Christie""",,,,,,,
Academic art,https://artsandculture.google.com/asset/o-voto-de-heloisa/7QGW1awSEEztyg,Pedro Américo,1880,óleo sobre tela,O voto de Heloisa,w150 x d104 (cm),,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-dom-joo-iv-infante-duque-de-bragana/7QEr9t7S_sE19g,Pedro Américo,,,"Retrato de Dom João IV, infante, duque de Bragança",,1879,,,,,
Academic art,https://artsandculture.google.com/asset/so-joo-batista-no-crcere/zAErAan5lmmEMw,Vítor Meireles,,,São João Batista no cárcere,,1852,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-poeta-lus-nicolau-fagundes-varela/rwHIzksAsn3UPw,Pedro Américo,1868/1869,óleo sobre tela,Retrato do poeta Luís Nicolau Fagundes Varela,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-conselheiro-filipe-lopes-neto/qQFlo72sslrRrA,Pedro Américo,,,Retrato do Conselheiro Filipe Lopes Neto,,1882,,,,,
Academic art,https://artsandculture.google.com/asset/virgem-dolorosa/jAG7MAFcW-zkgg,Pedro Américo,1883,óleo sobre tela,Virgem dolorosa,,,,,,,
Academic art,https://artsandculture.google.com/asset/descanso-da-modelo/BAEd3CGsYQzGTQ,JOSÉ FERRAZ DE ALMEIDA JÚNIOR,1882,óleo sobre tela,Descanso da modelo,w100 x d130 (cm),,,,,,
Academic art,https://artsandculture.google.com/asset/fuga-da-sacra-famlia-para-o-egito/OgHB5WlnrxZP2A,José Ferraz de Almeida Júnior,1881,,Fuga da sacra família para o Egito,,,,,,,
Academic art,https://artsandculture.google.com/asset/desdmona/QQE5jK3K5VKjUw,Rodolfo Amoedo,1892,,Desdêmona,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-mulher/QQFb6_cKm65thg,Rodolfo Amoedo,1884,óleo sobre tela,Estudo de mulher,,,,,,,
Academic art,https://artsandculture.google.com/asset/cena-de-caf/nAGfn0G_a4LW9Q,Rodolfo Amoedo,1890/1930,aquarela sobre papel,Cena de café,,,,,,,
Academic art,https://artsandculture.google.com/asset/ms-notcias/pAFLlCjyAg-cFg,RODOLFO AMOEDO,1895,Pintura,Más notícias,w100 x d74 (cm),,óleo sobre tela,,,,
Academic art,https://artsandculture.google.com/asset/menina-com-guarda-chuva/JAHyLTZpocow1g,Rodolfo Amoedo,,,Menina com guarda-chuva,,,,,,,
Academic art,https://artsandculture.google.com/asset/judite-e-holofernes/hAHxMyqF_BZ6-w,Pedro Américo,1880,óleo sobre tela,Judite e Holofernes,w229 x d142 (cm),,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-catarina-de-atade/8wGT0yai_CwyQw,Pedro Américo,,,Retrato de Catarina de Ataíde,,1878,,,,,
Academic art,https://artsandculture.google.com/asset/flagelao-de-cristo/LAHJxFe5mbHKLg,Vítor Meireles,,,Flagelação de Cristo,,1856,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-pintor-dcio-vilares/CQGBuQnRvz5yDA,Rodolfo Amoedo,1882,,Retrato do pintor Décio Vilares,,,,,,,
Academic art,https://artsandculture.google.com/asset/rabe/zwE__bUPq6dnEw,Alexandre Cabanel,1848/1880,óleo sobre tela,Árabe,,,,,,,
Academic art,https://artsandculture.google.com/asset/so-jernimo/ywFT0W4vwLivyg,Pedro Américo,,,São Jerônimo,,1867,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-silvino-de-almeida-brito/-gFttsWUzmLmUA,Pedro Américo,,,Retrato de Silvino de Almeida Brito,,,,695,Pedro Américo,Pintura Brasileira,óleo sobre tela
Academic art,https://artsandculture.google.com/asset/jesus-cristo-no-monte-das-oliveiras/bgH-uCYttu6kBw,Rodolfo Amoedo,1917,,Jesus Cristo no Monte das Oliveiras,,,,,,,
Academic art,https://artsandculture.google.com/asset/autorretrato/FQEOKRNFm4XoNA,Rodolfo Amoedo,1921,têmpera sobre papel,Autorretrato,,,,,,,
Academic art,https://artsandculture.google.com/asset/chegou-tarde/gQHD6Y5GG1T6yA,Pedro Weingartner,,,Chegou tarde,,,,,,,
Academic art,https://artsandculture.google.com/asset/amuada/zgGt01NtOncGvA,Rodolfo Amoedo,1882,,Amuada,,,,,,,
Academic art,https://artsandculture.google.com/asset/atelier-de-amoedo-em-paris/KwFfRXFxZg0auw,Rodolfo Amoedo,1883,aquarela sobre cartão,Atelier de Amoedo em Paris,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-flores/agEJ27RwRSSVXw,Rodolfo Amoedo,,,Estudo de flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-paisagem-com-morro-do-corcovado-rio-de-janeiro-rj/OwGgFQec60gMkw,Rodolfo Amoedo,,aquarela sobre papel,"Estudo de paisagem com morro do Corcovado, Rio de Janeiro, RJ",w27.5 x h21 cm,,,,,,
Academic art,https://artsandculture.google.com/asset/cabea-de-mulher/WQHQU8kGJJUCiA,Vítor Meireles,,,Cabeça de mulher,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-dr-joo-jos-da-silva/YgGAujjmiPa2sQ,Vítor Meireles,1880,,Retrato do Dr. João José da Silva,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-figura-de-menino-tocando-tambor/FAGkdAtx8e1Jjw,Rodolfo Amoedo,,,Estudo de figura de menino tocando tambor,51 x 63 cm,,,175,Rodolfo Amoedo,Pintura Brasileira,pastel sobre tela
Academic art,https://artsandculture.google.com/asset/retrato-de-mulher-desabill-amarelo-lao-roxo/YwEm-IVl6qv1cA,Rodolfo Amoedo,1892,óleo sobre madeira,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-retrato-de-senhora/yQFNDk7CqMYx-Q,Rodolfo Amoedo,1905,bico de pena e nanquim sobre papel,Estudo para retrato de senhora,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-pintor-jean-baptiste-debret-cpia-do-original-de-manuel-de-arajo-porto-alegre/zQH4LssvODrC6g,Rodolfo Amoedo,,óleo sobre tela,Retrato do pintor Jean Baptiste Debret - cópia do original de Manuel de Araújo Porto-Alegre,,,,,,,
Academic art,https://artsandculture.google.com/asset/davi-e-abizag/hAEg_qg7MY0TeQ,Pedro Américo,,,Davi e Abizag,,1879,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-perfil-da-cunhada-do-artista/5wHUlZBCFc4-YQ,Rodolfo Amoedo,1892,,Retrato de perfil da cunhada do artista,,,,,,,
Academic art,https://artsandculture.google.com/asset/natureza-morta/0gHSgJURa2k6Kg,Rodolfo Amoedo,1890/1930,aquarela sobre papel,Natureza morta,,,,,,,
Academic art,https://artsandculture.google.com/asset/figura-feminina-junto-a-uma-janela/2gHfnviaVnXTyA,Rodolfo Amoedo,1904,,Figura feminina junto a uma janela,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-flores/qgFWUrwhgKTyNA,Rodolfo Amoedo,,,Estudo de flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-pintor-joo-timteo-da-costa/KgF6pzirwccAhQ,Rodolfo Amoedo,1908,,Retrato do pintor João Timóteo da Costa,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-eros-e-a-noite-duas-figuras/gwFA4Ob-mH21Iw,Rodolfo Amoedo,1917,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-entrada-da-barra/1AHdsMkeYtJQXA,Vítor Meireles,1885,óleo sobre tela,,w195.3 x h57 cm,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-combate-naval-do-riachuelo-soldado-paraguaio/mwFHbcuhJlCe_w,Vítor Meireles,1868/1872,"crayon, grafite e giz sobre papel",,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-nuvens/aAH-jf9P2daacQ,Vítor Meireles,,,Estudo de nuvens,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-cabea/EQGs5ZJvvfRyNw,Rodolfo Amoedo,1879,óleo sobre cartão,Estudo de cabeça,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-combate-naval-do-riachuelo/bAEPZZSGvdwzXQ,Vítor Meireles,1868/1872,grafite sobre papel,"Estudo para ""Combate naval do Riachuelo""",,,,,,,
Academic art,https://artsandculture.google.com/asset/scrates-afastando-alcebades-do-vcio/PgHyZonjINW_dQ,Pedro Américo,1864,,Sócrates afastando Alcebíades do vício,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-adelaide-amodo/BwE1K4FZe3j7Cw,Rodolfo Amoedo,,,Retrato de Adelaide Amoêdo,,,,,,,
Academic art,https://artsandculture.google.com/asset/cabea-de-homem/4AEAU_nHE-k7rQ,Vítor Meireles,,,Cabeça de homem,,1856,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-homem-lendo-jornal/TwHJZLVJImZC5A,Rodolfo Amoedo,1890/1930,têmpera sobre papel,,,,,,,,
Academic art,https://artsandculture.google.com/asset/figura-feminina-de-vermelho-janela/jAF9F78fiQJ-Tw,Rodolfo Amoedo,1890/1930,aquarela sobre papel,Figura feminina de vermelho à janela,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-do-gravador-augusto-girardet/sAGD68Q0d9nxeg,Rodolfo Amoedo,1919,óleo sobre tela,Retrato do gravador Augusto Girardet,,,,,,,
Academic art,https://artsandculture.google.com/asset/toreador/5wE8Hg5iFHqb2A,Francisco Pradilla Y Ortiz,1870/1921,aquarela sobre papel,Toreador,,,,,,,
Academic art,https://artsandculture.google.com/asset/vacas-no-bebedouro/YAFMpQWgk6EtzA,Edouard Debat-Ponsan,1890,óleo sobre tela,Vacas no bebedouro,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-juramento-da-princesa-isabel/swHvVZ_4QOUb9g,Vítor Meireles,1872/1875,crayon e giz sobre papel,"Estudo para ""Juramento da Princesa Isabel",,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-do-corcovado-e-tijuca/XAEbmjSI0PYMww,Vítor Meireles,,,,,1885,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-primeira-missa-no-brasil-indumentria/OwGNHBcNxiCAZA,Vítor Meireles,1859/1860,grafite sobre papel,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-traje-italiano/nQGIED3fLDc78Q,Vítor Meireles,1854/1856,,Estudo de traje italiano,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-casal-na-varanda/4AFw3COXSTe6fw,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-paisagem-com-cavalo/PgF2xTK7PDYy7g,Rodolfo Amoedo,,,Estudo de paisagem com cavalo,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-hngara/4QGnBTMUkguIbg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-saudade/ZQG52lhMl62USA,Rodolfo Amoedo,1907,,"Estudo para ""Saudade""",,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-hngara/rwFI7t584fnAfg,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-traje-italiano/MgH_xVuAfb8rSA,Vítor Meireles,1854/1856,,Estudo de traje italiano,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-jarro-com-cravos/CQFsVpRmVG_V8Q,Rodolfo Amoedo,,,Estudo de jarro com cravos,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-com-flores-brancas-e-vermelhas/oQEeYUGAizhfQg,Rodolfo Amoedo,1884,,Estudo de composição com flores brancas e vermelhas,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-painel-decorativo-do-teatro-municipal-do-rio-de-janeiro-dana-judia/dwHTLNLeT4q9SA,Rodolfo Amoedo,1913,têmpera sobre papel,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-copo-com-flores/tAHnKLcelWFvww,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-para-marab/7QFiRxbuqw_CZA,Rodolfo Amoedo,1882,óleo sobre tela,"Estudo para ""Marabá",,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-decorativo-para-o-teatro-municipal-do-rio-de-janeiro-dana-hngara/oAH_4LZpfKTFug,Rodolfo Amoedo,1913,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/retrato-de-mulher-sentada/JAFVuFv0jRsGWg,RODOLFO AMOEDO,,,Retrato de mulher sentada,,,,184,RODOLFO AMOEDO,Pintura Brasileira,óleo sobre cartão colado em tela
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-com-dois-jarros-de-flores/1gHliWSMwzqMOw,Rodolfo Amoedo,,,Estudo de composição com dois jarros de flores,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-composio-com-amores-perfeitos/OgHUUx031gbnyg,Rodolfo Amoedo,,,Estudo de composição com amores-perfeitos,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-figura-feminina-de-perfil-com-chapu/fAFnrlDNgdBNgQ,Rodolfo Amoedo,,,,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-traje-italiano/mQF2lG2BBSvddg,Vítor Meireles,1854/1856,,Estudo de traje italiano,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-figura-feminina-sentada-em-um-banco-de-jardim/LQEW1rMd7J2wKA,Rodolfo Amoedo,,,Estudo de figura feminina sentada em um banco de jardim,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-painel-decorativo-para-o-teatro-municipal-do-rio-de-janeiro/AgGDpfYYRDL0hA,Rodolfo Amoedo,1913,,Estudo de Painel Decorativo para o Teatro Municipal do Rio de Janeiro,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-vaso-com-trs-rosas/owH2wagQ3v8TbQ,Rodolfo Amoedo,,,Estudo de vaso com três rosas,,,,,,,
Academic art,https://artsandculture.google.com/asset/estudo-de-flor-de-ltus/tAFrCVHyVvwfAA,Rodolfo Amoedo,,,Estudo de flor de lótus,,,,,,,
