Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
,de Gaetano Donizetti,,,Il Campanello,,https://www.funarte.gov.br/acervo-sergio-britto-digital/il-campanello/,Centro Cultural Banco do Brasil,Impresso,,Il Campanello,1992,,"Paulo Fortes, Ruth Staerke, Lício Bruno, Norma Geraldy e Luis Fernando Lobo",Direção: Sergio Britto e Cirlei de Hollanda.,,Programa,12,,
,Peça de Samuel Beckett,,,Fim de Jogo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/fim-de-jogo/,Teatro Senac,Impresso,,Fim de Jogo,1970,,"Sergio Britto, Fabio Sabag, Napoleão Muniz Freire e Zilka Salaberry",Direção Amir Haddad,,Programa,6,,
,,,,Carmen,Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/carmen-5/,Teatro Guaira,Impresso,,Carmen,,,,,,Programa,12,,
,Programa da Peça A senhorita de Tacna de Mario Vargas Llosa em tradução de Millor Fernandes,,,Senhorita de Tacna,Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/programa-senhorita-de-tacna/,,Impresso,,Programa Senhorita de Tacna,1991,,"Walmor Chagas, Tereza Rachel, Regina Rodrigues, Marcos Wainberg, Ana Lucia Torre, Luis de Lima, Tamara Taxman, Pedro Veras e Dema Marques.",Direção: Sergio Britto,,Programa,28,,
Sergio Britto,"Crítica da peça ""Vaca de nariz sutil "" escrita por  Sérgio Britto.",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-libelo-contra-a-guerra-em-espetaculo-imperdivel/,Rio de Janeiro,Hemeroteca,,Um libelo contra a guerra em espetáculo imperdível,2008,critica,,,O Globo,,,,
,Programa da ópera Carnen de Bizet montada no Teatro Municipal com direção de Sergio Britto,,,Carmen,Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/carmen-4/,Teatro Copacabana | Teatro Municipal,Impresso,,Carmen,1981,,"Nelson Portella, Ruth Staerke, Maria Helena Buzelin, Guy Chalevit, Wilson Carrara, Veronica Cortez, Laurecy Prochet, Mariarosa Carminali, Michel Philippi, Victor Prochet, Vera Holtz, Vanda Spinelli, Ivone Lins e Marieta Fucks.",Direção: Sergio Britto,,Programa,24,,
,"Sérgio Britto com Domingos Oliveira , Maria Ribeiro e   Rosa Maria Araújo no Museu da Imagem do Som.",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-6/,Rio de Janeiro,Hemeroteca,,Sérgio Britto,2008,coluna social,,,O Globo,,,,
Carlos Swann,O diretor Gerald Thomas convidou Sérgio Britto para fazer 3 peças de Nelson Rodrigues no circuito Off Broadway  .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/desafio/,Rio de Janeiro,Hemeroteca,,desafio,1986,coluna social,,,O Globo,,,,
,"Sérgio Britto e Vera Holtz se encontram nos bastidores da peça ""Edith Piaf "" com Bibi Ferreira  .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-5/,Rio de Janeiro,Hemeroteca,,Sérgio Britto,2009,coluna social,,,O Globo,,,,
Hildegard Angel,Lista dos aniversariantes do mês conta com Sérgio Britto e Pedro Paulo Rangel no dia 29 de junho  .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/por-dentro-da-tv-6/,Rio de Janeiro,Hemeroteca,,Por dentro da Tv,1986,coluna social,,,O Globo,,,,
,"Sérgio Britto prestigia    a   estréia do espetáculo "" Onqotô "" do Grupo O Corpo no Teatro Municipal .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-noite-de-festa-para-o-corpo/,Rio de Janeiro,Hemeroteca,,Uma noite de festa para O Corpo,2005,coluna social,,,O Globo,,,,
,"Sérgio Britto comparece   a pré  estréia do filme ""Linha de passe "" de  Walter Salles  .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-golaco-na-telona/,Rio de Janeiro,Hemeroteca,,Um Golaço na telona,2008,coluna social,,,O Globo,,,,
Hildegard Angel,"Sérgio Britto prestigia a estréia da peça "" Carmem "" com Antonio Fagundes e Clarisse Abujamra.",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/fagundes-convidado-para-voltar-ao-video/,Rio de Janeiro,Hemeroteca,,Fagundes convidado para voltar ao vídeo,,coluna social,,,O Globo,,,,
Joaquim Ferreira dos Santos,Especialistas apontam os nomes que devem se consagrar no ano de 2008 .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/gente-boa-3/,Rio de Janeiro,Hemeroteca,,Gente Boa,2008,coluna social,,,O Globo,,,,
Patrícia Kogut,"O autor Silvio de Abreu pretende reunir em sua novela Sérgio Britto , Cleyde Yáconis e Fernanda Montenegro  .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/elenco-do-horario-nobre/,Rio de Janeiro,Hemeroteca,,Elenco do horário nobre,2009,reportagem,,,O Globo,,,,
Nelson Liano JR,"A atriz e mimica Denise Stoklos encena seu espetaculo "" Um orgasmo adulto escapa do zoologico""  no Joao Caetano  .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-orgasmo-adulto-escapa-do-zoologico/,Rio de Janeiro,Hemeroteca,,Um Orgasmo adulto escapa do zoologico,1986,reportagem,,,Jornal O Dia,,,,
,"O ator Jose Wilker e entrevistado no Programa o Advogado do Diabo da TVE , nele tera que responder perguntas de Sergio Britto .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/wilker-na-tve/,Rio de Janeiro,Hemeroteca,,Wilker na TVE,1986,divulgação,,,Jornal O Dia,,,,
,O que e necessario para que um jovem tenha sucesso na carreira de ator  .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/e-preciso-talento-e-vontade-vencer/,Rio de Janeiro,Hemeroteca,,E preciso talento e vontade vencer,1993,reportagem,,,Jornal O Dia,,,,
Reynaldo Loy,O ator  Sergio Britto completa 63 anos .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/detalhes-8/,,Hemeroteca,,Detalhes,1986,coluna social,,,Jornal dos Sports,,,,
Reynaldo Loy,"Companhia teatral de Ruth Escobar fez excursao pela Europa , dentre os atores participantes estavam Sergio Britto e Leina Krespi .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/detalhes-7/,,Hemeroteca,,Detalhes,1986,coluna social,,,Jornal dos Sports,,,,
Adriana Castelo Branco,O ator e diretor Sergio Britto fala sobre os 20 anos de convivencia com sua empregada Francisca Gomes .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/entregue-de-bandeja/,Rio de Janeiro,Hemeroteca,,Entregue de bandeja,1994,reportagem,,,Jornal do Brasil,,,,
Gerald Thomas,O diretor Gerald Thomas fala sobre sua experiencia em dirigir Sergio Britto .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-doutor-sergio-britto/,Rio de Janeiro,Hemeroteca,,O Doutor Sergio Britto,2003,crônica,,,Jornal do Brasil,,,,
,O dramaturgo Mauro Rasi fala sobre as maratonas culturais de video na casa de Sergio Britto .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/assim-era-a-atlantida/,Rio de Janeiro,Hemeroteca,,Assim era a Atlantida,,crônica,,,Jornal do Brasil,,,,
,Entrevista com Judith Malina idealizadora do grupo Living Theatre feita por Sergio Britto e Yan Michalski para a Tv Educativa .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-living-theatre-revisitado/,Rio de Janeiro,Hemeroteca,,O Living Theatre revisitado,,reportagem,,,Jornal do Brasil,,,,
Haliete Vaitsman,Reportagem sobre os assessores de imprensa  e suas responsabilidades na divulgacao do trabalho dos artistas .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-merito-e-do-artista-mas-o-fracasso-e-do-divulgador/,Rio de Janeiro,Hemeroteca,,O merito e do artista . Mas o fracasso e do divulgador .,1986,reportagem,,,Jornal do Brasil,,,,
Joaquim Ferreira dos Santos | Mauricio Stycer,Sergio Britto conta sobre sua colecao de mais de 1800 videos em casa   .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/esses-maniacos-culturais-e-seu-samba-de-uma-nota-so/,Rio de Janeiro,Hemeroteca,,Esses man'iacos culturais e seu samba de uma nota so,,reportagem,,,Jornal do Brasil,,,,
Hildegard Angel,Coluna retrata os principais momentos da carreira de Fabio Sabag e com foi sua despedida no final de 2008  .,,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/hilde/,Rio de Janeiro,Hemeroteca,,Hilde,2009,coluna social,,,Jornal do Brasil,,,,
Miriam Lage,"O ator Sergio Britto participa do Especial Aquarela Fluminense , da TVE .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/para-os-fas-de-john-lennon/,Rio de Janeiro,Hemeroteca,,Para os fas de John Lennon,1986,divulgação,,,Jornal do Brasil,,,,
,"O ator Jose Wilker sera entrevistado no programa O advogado do diabo da Tv Cultura , Sergio Britto sera um dos entrevistadores  .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sinatra-e-wilker-boas-opcoes-na-tv-cultura/,,Hemeroteca,,"Sinatra e Wilker , boas opcoes na TV Cultura",1986,divulgação,,,Folha da Tarde,,,,
Joana Maciel,"Entrevista com o ator Henri Pagnoncelli que participou de Ato Cultural , de Sergio Britto .",,,Sergio Britto,,https://www.funarte.gov.br/acervo-sergio-britto-digital/henri-pagnoncelli/,,Hemeroteca,,Henri Pagnoncelli,,entrevista,,,,,,,
conforme legenda,O ator Sergio Britto conta historias de 80 anos de vida e mais de meio seculo de teatro no monologo Sergio 80 .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-vida-sem-segredos/,conforme legenda,Hemeroteca,,Uma vida sem segredos,2004,reportagem,,,conforme legenda,,,,
Beatriz Coelho Silva,"Em Sergio 80 , ator e diretor expõe episodios de sua vida profissional e afetiva  .",,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-festeja-80-anos-com-monologo/,,Hemeroteca,,Sergio Britto festeja 80 anos com monologo,,reportagem,,,,,,,
Thais da Silveira,Espetaculo protagonizado por   Sergio Britto faz temporada no Teatro Municipal Celina Lourdes Alves Neves .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-80-5/,Bauru,Hemeroteca,,Sergio 80,2005,reportagem,,,Jornal da Cidade de Bauru,,,,
Rachel Almeida,Entrevista com o ator e diretor  Sergio Britto que comemora 80 anos de vida  com monólogo interativo  escrito e dirigido por Domingos Oliveira .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/vocacao-absoluta-para-o-teatro/,Rio de Janeiro,Hemeroteca,,Vocacão absoluta para o teatro,2003,reportagem,,,Jornal do Brasil,,,,
Rodrigo fonseca,Sergio Britto comemora 80 anos com monólogo escrito e dirigido por Domingos Oliveira .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/confissoes-de-ator/,Rio de Janeiro,Hemeroteca,,Confissões de Ator,2003,entrevista,,,Jornal do Brasil,,,,
,Sergio Britto comemora 80 anos com monólogo escrito e dirigido por Domingos Oliveira .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/monologo-comemora-oitenta-anos-de-sergio-britto/,,Hemeroteca,,Monólogo comemora oitenta anos de Sérgio Britto,2004,divulgação,,,Hoje em Dia,,,,
,Sergio Britto comemora 80 anos com monólogo escrito e dirigido por Domingos Oliveira .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/historias-saborosas-de-sergio-britto/,Niteroi,Hemeroteca,,Histórias saborosas de Sérgio Britto,2003,divulgação,,,Fonseca Bairros,,,,
,Foto de Sergio Britto em cena na peça Sergio 80  em cartaz  no Teatro da Caixa.,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-80-4/,Brasilia,Hemeroteca,,Sergio 80,2004,divulgação,,,,,,,
,Peça Sergio 80 escrita e dirigida por Domingos Oliveira faz temporada no Teatro do Conjunto Cultural da Caixa.,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-80-3/,Brasilia,Hemeroteca,,Sergio 80,2004,divulgação,,,,,,,
,Propaganda da peça Sergio 80 veiculada em jornais de Brasilia .,,,Sergio 80,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-80-2/,Brasilia,Hemeroteca,,Sergio 80,2004,propaganda,,,Correio Braziliense,,,,
Reynaldo Loy,Atriz Teresa Rachel não aparece em entrevista com elenco da Peça  A Senhorita de Tacna   .,,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tacna/,Rio de Janeiro,Hemeroteca,,Tacna,1984,coluna social,,,Última Hora,,,,
Consuelo Lins,Peça  A Senhorita de Tacna  retrata a decadência da burguesia latino - americana  .,,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/com-abertura-nao-ha-teatro-de-contestacao/,Rio de Janeiro,Hemeroteca,,"Com abertura , não há teatro de contestação",1984,entrevista,,,Tribuna da Imprensa,,,,
Katia Muricy,Crítica da peça  A Senhorita de Tacna  .,,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/em-cena-os-mitos-do-cotidiano/,Rio de Janeiro,Hemeroteca,,"Em cena , os mitos do cotidiano",1981,critica,,,Revista Isto é,,,,
,"Entrevista com o escritor peruano  Mario Vargas Llosa  , autor de A Senhorita de Tacna  .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/vargas-llosa-abertura-e-reconhecida-e-aplaudida/,Rio de Janeiro,Hemeroteca,,Vargas Llosa : abertura é reconhecida e aplaudida,1984,entrevista,,,O Globo,,,,
Hildegard Angel,"O diretor Sérgio Britto irá viajar para a Europa logo após a estréia da peça "" A Senhorita de Tacna "" de Mario Vargas Llosa  .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/por-dentro-da-tv-5/,Rio de Janeiro,Hemeroteca,,Por dentro da tv,1984,coluna social,,,O Globo,,,,
,"Estréia da peça "" A Senhorita de Tacna "" de Mario Vargas Llosa  com a direção de Sérgio Britto traz Teresa Rachel no papel título .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teresa-rachel-uma-senhorita-de-noventa-anos/,Rio de Janeiro,Hemeroteca,,Teresa Rachel uma senhorita de noventa anos,1982,reportagem,,,O Globo,,,,
Yan Michalski,"Teatro de Arena será inaugurado com a peça "" A Senhorita de Tacna "" de Mario Vargas Llosa  com a direção de Sérgio Britto  .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/arena-inaugura-com-vargas-llosa/,Rio de Janeiro,Hemeroteca,,Arena inaugura com Vargas Llosa,1981,reportagem,,,Jornal do Brasil,,,,
Deborah Dumar,"Após uma reforma o Teatro Opinião ,agora Teatro de Arena será inaugurado com a peça "" A Senhorita de Tacna "" com a direção de Sérgio Britto  .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-cidade-recupera-um-teatro/,Rio de Janeiro,Hemeroteca,,A cidade recupera um teatro,1984,reportagem,,,Jornal do Brasil,,,,
Jeffeerson Del Rios,"Crítica da peça ""Senhorita de Tacna "" com a direção de Sérgio Britto  .",,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/grandeza-da-senhora-de-tacna/,São Paulo,Hemeroteca,,Grandeza da Senhora de Tacna,1982,critica,,,Folha de São Paulo,,,,
,Entrevista com a atriz Jacqueline Laurence sobre os seus 25 anos de carreira .,,,Senhorita de Tacna,,https://www.funarte.gov.br/acervo-sergio-britto-digital/jacqueline-laurence-melhor-de-81-reve-seus-25-anos-de-palco/,,Hemeroteca,,"Jacqueline Laurence , melhor de 81 , revê seus 25 anos de palco",1982,entrevista,,,,,,,
Yan Michalski,Estréia da   Peça Santa Joana  no Teatro Municipal .,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-diretor-antes-da-fogueira/,Rio de Janeiro,Hemeroteca,,O diretor antes da fogueira,1965,reportagem,,,Jornal do Brasil,,,,
,Peça Santa Joana em  cartaz no Teatro Municipal traz a atriz Maria Fernanda no papel titulo,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-santa-no-palco/,Rio de Janeiro,Hemeroteca,,Uma santa no palco,1965,divulgação,,,Flash Nacional,,,,
,Peça Santa Joana de Bernard Shaw em cartaz no Teatro Municipal,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/joana-darc-vista-por-um-ingles-2/,Rio de Janeiro,Hemeroteca,,Joana D'Arc vista por um inglês,1965,divulgação,,,Diário de Notícias,,,,
Henrique Oscar,Crítica da Peça Santa Joana de Bernard Shaw,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/santa-joana-no-teatro-municipal/,Rio de Janeiro,Hemeroteca,,Santa Joana no Teatro Municipal,1965,critica,,,Diário de Notícias,,,,
,"Peça Santa Joana de Bernard Shaw , com direção de Flávio Rangel em cartaz no Teatro Municipal .",,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/joana-darc-vista-por-um-ingles/,Rio de Janeiro,Hemeroteca,,Joana D'Arc vista por um inglês,1965,reportagem,,,Diário de Notícias,,,,
Domitilia,Crítica da Peça Santa Joana,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/esse-rio-que-eu-amo/,Rio de Janeiro,Hemeroteca,,Esse Rio que eu amo,1965,critica,,,,,,,
,Crítica da Peça Santa Joana,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/santa-joana-10/,Rio de Janeiro,Hemeroteca,,Santa Joana,1965,critica,,,Correio da Manhã,,,,
,Peça Santa Joana abre Temporada Nacional de Arte do Teatro Municipal,,,Santa Joana,,https://www.funarte.gov.br/acervo-sergio-britto-digital/lancamento-santa-joana/,Rio de Janeiro,Hemeroteca,,Lançamento : Santa Joana,1965,reportagem,,,Correio da Manhã,,,,
,"Peça Sábado , Domingo e Segunda , de Eduardo di Filippo com direção de José Wilker em cartaz no Teatro dos Quatro .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-26/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,Daily Post,,,,
,"Peça Sábado , Domingo e Segunda , de Eduardo di Filippo com direção de José Wilker em cartaz no Teatro dos Quatro .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-25/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,Visão,,,,
Tânia Brandão,"Peça Sábado , Domingo e Segunda é eleita como o melhor espetáculo teatral da temporada de 86 .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-melhores-do-ano-teatral/,Rio de Janeiro,Hemeroteca,,Os melhores do ano teatral,1986,reportagem,,,Última Hora,,,,
,"Foto de  Ary Fontoura e Mônica Torres  em cena na peça Sábado , Domingo e Segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-24/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,Última Hora,,,,
,"Foto de Paulo Goulart , Ary Fontoura e Renara Fronzzi em cena na peça Sábado , Domingo e Segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-23/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,Última Hora,,,,
,"Peça ""Sábado , Domingo e Segunda "" completa 1 ano em cartaz e já foi vista por mais de   100 mil espectadores no Teatro dos Quatro  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-brinde-com-champanha/,Rio de Janeiro,Hemeroteca,,Um brinde com champanha,1987,reportagem,,,Última Hora,,,,
,"Peça ""Sábado , Domingo e Segunda "" comemora 100 mil espectadores no Teatro dos Quatro  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/pano-rapido/,Rio de Janeiro,Hemeroteca,,Pano Rápido,1987,divulgação,,,Última Hora,,,,
Marcos Ribas de Faria,"Peça ""Sábado , Domingo e Segunda "" é uma das cinco que continuaram em cartaz apesar da Copa do Mundo .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-magia-dos-palcos-e-gramados/,Rio de Janeiro,Hemeroteca,,A magia dos palcos e gramados,1986,reportagem,,,Tribuna da Imprensa,,,,
Marcos Ribas de Faria,"Análise da temporada teatral de 86 dá destaque a  peça ""Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-ano-mais-para-o-morno-mas-com-momentos-bem-quentes/,Rio de Janeiro,Hemeroteca,,Um ano mais para o morno ( mas com momentos bem quentes ),1986,reportagem,,,Tribuna da Imprensa,,,,
Marina Colassanti,"As dicas de programa cultural de Marina Colassanti  inclui a peça ""Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/vai-nessa-2/,Rio de Janeiro,Hemeroteca,,Vai nessa,1986,coluna social,,,Tribuna da Imprensa,,,,
Carlos Ramos,"Entrevista com a atriz Cristina Pereira intérprete da empregada na peça ""Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-magia-de-cristina/,Rio de Janeiro,Hemeroteca,,A magia de Cristina,1986,entrevista,,,Tribuna da Imprensa,,,,
,"Paulo Goulart , Nildo Parente e Guilherme Karan na peça Sábado, domingo e segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-30/,Rio de Janeiro,Hemeroteca,,Teatro,1986,divulgação,,,Jornal Tribuna da Imprensa,,,,
Cristina Godoy,"O ator  José Wilker fala sobre sua primeira experiência profissional como diretor de teatro na peça Sábado, domingo e segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-domador-de-feras/,Rio de Janeiro,Hemeroteca,,O Domador de feras,1986,entrevista,,,Jornal Tribuna da Imprensa,,,,
Telma Alvarenga,"O ator Guilerme Karan abandona o elenco  da peça Sábado, domingo e segunda para participar de "" A Divina Chanchada """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-ator-apaixonado-por-musicais/,Rio de Janeiro,Hemeroteca,,Um ator apaixonado por musicais,1986,entrevista,,,Jornal Tribuna da Imprensa,,,,
,"Cena da  Peça "" Sábado , Domingo e Segunda "" em cartaz no Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-29/,Rio de Janeiro,Hemeroteca,,Teatro,1987,divulgação,,,Tribuna da Imprensa,,,,
Carlos Ramos,"Entrevista com a atriz Yara Amaral  ganhadora do Prêmio Molière pela  Peça "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/yara-a-operaria-da-arte/,Rio de Janeiro,Hemeroteca,,"Yara , a operária da arte",1986,divulgação,,,Tribuna da Imprensa,,,,
,"Peça "" Sábado , Domingo e Segunda "" mostra uma descrição carinhosa e bem humorada da vida de uma família de classe média de Nápoles .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-22/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,Tribuna da Imprensa,,,,
Marcos Ribas de Faria,"Teatro dos Quatro se prepara para montar no primeiro semestre de 86 a  Peça "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/em-dueto-ou-em-pessoa-divirta-se-e-o-teatro/,Rio de Janeiro,Hemeroteca,,"Em dueto ou em Pessoa , divirta-se . É o Teatro .",1986,reportagem,,,Tribuna da Imprensa,,,,
,"Peça "" Sábado , Domingo e Segunda "" chega às 200 apresentações no  Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domigo-e-segunda-2/,Rio de Janeiro,Hemeroteca,,"Sábado , Domigo e Segunda",1987,divulgação,,,O Globo,,,,
,"Peça "" Sábado , Domingo e Segunda "" comemora um ano de apresentações no  Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domigo-e-segunda/,Rio de Janeiro,Hemeroteca,,"Sábado , Domigo e Segunda",1987,divulgação,,,O Globo,,,,
Flavio Marinho,"Peça "" Sábado , Domingo e Segunda "" volta aos palcos do Teatro dos Quatro após recesso de fim de ano",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/irreverencia-de-moliere-de-volta-ao-rio/,Rio de Janeiro,Hemeroteca,,Irreverência de Molière de volta ao Rio,1987,reportagem,,,O Globo,,,,
,"O ator Paulo Gracindo realiza uma operação na vista mas continua atuando em "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/rapidinhas/,Rio de Janeiro,Hemeroteca,,Rapidinhas,1986,reportagem,,,O Fluminense,,,,
,O ator e diretor José Wilker é o entrevistado especial do Programa Conexão Nacional   .,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/conexao-nacional-e-com-jose-wilker/,Rio de Janeiro,Hemeroteca,,Conexão Nacional é com José Wilker,1986,reportagem,,,O Fluminense,,,,
Cidinha Campos,"Peça "" Sábado , Domingo e Segunda "" volta ao cartaz no Teatro dos Quatro .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/cidinha-na-jogada-3/,Rio de Janeiro,Hemeroteca,,Cidinha na jogada,1987,coluna social,,,O Fluminense,,,,
Cidinha,"Entrevista com o ator Paulo Gracindo que se despede dos palcos teatrais com a  Peça "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/paulo-gracindo-profissao-teatro/,Rio de Janeiro,Hemeroteca,,"Paulo Gracindo , profissão : teatro",1986,entrevista,,,O Fluminense,,,,
,"Yara Amaral conquista o Prêmio Molière de melhor atriz por seu trabalho na Peça "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-melhor-de-86/,Rio de Janeiro,Hemeroteca,,A Melhor de 86,1987,divulgação,,,O Dia,,,,
Jorge Mascarenhas,"Peça "" Sábado , Domingo e Segunda ""  completa 1 ano em cartaz no Teatro dos Quatro .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-21/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1987,coluna social,,,O Dia,,,,
