Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
Eliane Martins,"Entrevista com o  diretor   José Wilker   da  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/atras-das-camaras-uma-nova-fase-em-sua-carreira/,Rio de Janeiro,Hemeroteca,,"Atrás das câmaras , uma nova fase em sua carreira",1987,entrevista,,,O Dia,,,,
,"Paulo Gracindo  , Sérgio Britto e Yara Amaral trabalham sob a direção de José Wilker   na  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/jornal-da-televisao/,Rio de Janeiro,Hemeroteca,,Jornal da televisão,1986,divulgação,,,O Dia,,,,
,"O ator Paulo Gracindo vem sendo aplaudido de pé por sua atuação na  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-20/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,divulgação,,,O Dia,,,,
,Programa do Il Piccolo Teatro di Milano em excurcao pela America Latina em 1954,,,Il Piccolo Teatro di Milano,Personalidade,https://www.funarte.gov.br/acervo-sergio-britto-digital/il-piccolo-teatro-di-milano/,America Latina,Impresso,,Il Piccolo Teatro di Milano,1954,,,,,Programa,114,,
,"Propaganda patrocinada pela Shell de um ano da  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-19/,Rio de Janeiro,Hemeroteca,,"Sábado , Domingo e Segunda",1986,propaganda,,,,,,,
Gladys Cipriano,"Ator Paulo Castelli faz grande sucesso com o público feminino por  sua atuação na peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/fofoquissimas/,Rio de Janeiro,Hemeroteca,,Fofoquíssimas,1986,coluna social,,,Jornal dos Sports,,,,
,A atriz Iris Bruzzi e o ator Guilherme Karan jantam juntos em Ipanema  .,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/televisao-coluna-do-waltinho/,Rio de Janeiro,Hemeroteca,,Televisão - Coluna do Waltinho,1986,coluna social,,,Jornal dos Sports,,,,
,"Teatro dos Quatro são os donos das obras no Brasil :    "" Sábado , Domingo e Segunda ""  e"" Filomena Marturano "" , de Eduardo de Fillipo .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/filomena/,Rio de Janeiro,Hemeroteca,,Filomena,1987,reportagem,,,Jornal dos Sports,,,,
Reynaldo Loy,"Após apresentação   da  peça "" Sábado , Domingo e Segunda "" elenco faz festa para comemorar o aniversário de Ary Fontoura",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/detalhes-6/,Rio de Janeiro,Hemeroteca,,Detalhes,1987,coluna social,,,Jornal dos Sports,,,,
Reynaldo Loy,"Após apresentação   da  peça "" Sábado , Domingo e Segunda "" elenco faz festa para comemorar o aniversário de Mônica Torres e Pedro Veras .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/detalhes-5/,Rio de Janeiro,Hemeroteca,,Detalhes,1987,coluna social,,,Jornal dos Sports,,,,
,"Teatro dos Quatro consegue autorização com os herdeiros do autor italiano para a montagem   da  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/direito-autoral/,Rio de Janeiro,Hemeroteca,,Direito Autoral,1987,reportagem,,,Jornal dos Sports,,,,
,"O ator guilherme Karan atua na Novela Dona Beija e  na  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/karan-esta-em-todas/,Rio de Janeiro,Hemeroteca,,Karan está em todas,1986,divulgação,,,Jornal dos Sports,,,,
,"A atriz Yara Amaral se destaca por sua atuação na  peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/yara-amaral-brilhando-no-palco/,Rio de Janeiro,Hemeroteca,,Yara Amaral brilhando no palco,1986,divulgação,,,Jornal dos Sports,,,,
Décio Drummond,"Crítica da peça "" Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/ragu-a-napolitana/,Rio de Janeiro,Hemeroteca,,Ragu à napolitana,1986,critica,,,Jornal do Commercio,,,,
,"Peça   ""Sábado , Domingo e Segunda ""  faz temporada  de sucesso  no Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-28/,Rio de Janeiro,Hemeroteca,,Teatro,1986,divulgação,,,Jornal do Commercio,,,,
Décio Drummond,"Atrizes se destacam na temporada teatral carioca entre elas Yara Amaral  da Peça   ""Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/atores-dominam-o-teatro-de-sp/,Rio de Janeiro,Hemeroteca,,Atores dominam o teatro de SP,1986,reportagem,,,Jornal do Commercio,,,,
,"Peça   ""Sábado , Domingo e Segunda "" com direção de José Wilker em cartaz no Teatro dos Quatro  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/temporada-alto-astral-2/,Rio de Janeiro,Hemeroteca,,"Temporada ""Alto Astral """,1986,divulgação,,,Jornal do Commercio,,,,
,"O Diretor José Wilker tem seu trabalho muito elogiado com a peça   ""Sábado , Domingo e Segunda ""  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/temporada-alto-astral/,Brasilia,Hemeroteca,,"Temporada ""Alto Astral """,1986,reportagem,,,Jornal de Brasilia,,,,
,"O ator Paulo Gracindo se despede dos palcos teatrais em   ""Sábado , Domingo e Segunda ""  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/canto-de-cisne/,Alagoas,Hemeroteca,,Canto - de - cisne,1986,reportagem,,,Jornal de Alagoas,,,,
,"O ator Paulo Gracindo escolhe a peça   ""Sábado , Domingo e Segunda ""  para encerrar sua carreira teatral .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/paulo-gracindo-deixa-o-teatro/,Bahia,Hemeroteca,,Paulo Gracindo deixa o teatro,1986,reportagem,,,Jornal da Bahia,,,,
,"Lista das peças de maior bilheteria da temporada teatral traz   ""Sábado , Domingo e Segunda "" em primeiro lugar .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/campeoes-de-bilheteria-4/,Rio de Janeiro,Hemeroteca,,Campeões de bilheteria,1986,divulgação,,,Jornal do Brasil,,,,
Maria Silvia Camargo,"Perfil do ator Paulo Gracindo intérprete do velhinho Antonio   Píscopo em  ""Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/driblando-a-velhice-2/,Rio de Janeiro,Hemeroteca,,Driblando a Velhice,1986,entrevista,,,Jornal do Brasil,,,,
,"""Sábado , Domingo e Segunda "" lidera lista das peças com maior bilheteria no teatro .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/pagode-nas-paradas/,Rio de Janeiro,Hemeroteca,,Pagode nas paradas,1986,divulgação,,,Jornal do Brasil,,,,
Elisabeth Orsini,"Entrevista com a atriz Cristina Pereira intérprete da empregada  Virgínia na peça ""Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-segundos-serao-os-primeiros/,Rio de Janeiro,Hemeroteca,,Os Segundos serão os primeiros,1986,entrevista,,,Jornal do Brasil,,,,
Macksen Luiz,"O jogo doméstico da convivência é mostrado  na peça ""Sábado , Domingo e Segunda "" de Eduardo De Fillipo .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/ventos-democraticos/,Rio de Janeiro,Hemeroteca,,Ventos Democráticos,1986,reportagem,,,Jornal do Brasil,,,,
Marcia Cezimbra,"Entrevista com o diretor da peça ""Sábado , Domingo e Segunda "" , José Wilker",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-pobre-soberbo/,Rio de Janeiro,Hemeroteca,,O pobre soberbo,1988,entrevista,,,Jornal do Brasil,,,,
Macksen Luiz,"""Sábado , Domingo e Segunda "" lota a platéia do Teatro dos Quatro num merecido reconhecinhecimento das qualidades dessa comédia   .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-melhor-juiz-o-publico/,Rio de Janeiro,Hemeroteca,,"O melhor juiz , o público",1986,reportagem,,,Jornal do Brasil,,,,
,"Entrevista com o autor teatral Mauro Rasi que indica a peça ""Sábado , Domingo e Segunda "" como um dos espetáculos imperdíveis da temporada teatral .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-anti-mishima/,Rio de Janeiro,Hemeroteca,,O Anti - Mishima,1986,entrevista,,,Jornal do Brasil,,,,
,Lista dos espetáculos de maior bilheteria da temporada teatral  .,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/campeoes-de-bilheteria-3/,Rio de Janeiro,Hemeroteca,,Campeões de bilheteria,1986,divulgação,,,Jornal do Brasil,,,,
Macksen Luiz,"Público teatral da preferência as comédias como "" Sábado , Domingo e Segunda"" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/pra-frente-sorriso/,Rio de Janeiro,Hemeroteca,,Pra Frente sorriso,1986,reportagem,,,Jornal do Brasil,,,,
Gloria Alvarez | José Henrique Alves,"A produção de Sábado , Domingo e Segunda não consegue remeter os direitos para o autor italiano Edoardo di Fillipo .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/lance-livre-9/,Rio de Janeiro,Hemeroteca,,Lance - livre,1987,divulgação,,,Jornal do Brasil,,,,
Macksen Luiz,Retração do público frequentador de teatro  devido ao Plano Cruzado II .,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-espetaculo-da-crise/,Rio de Janeiro,Hemeroteca,,O espetáculo da crise,1987,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,"Em   ""Sábado , Domingo e Segunda ""  cenografia de Paulo Mamede  reproduz uma casa napolitana com detalhes de decoração preciosos  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/pequenas-preciosidades/,Rio de Janeiro,Hemeroteca,,Pequenas Preciosidades,1987,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,"""Sábado , Domingo e Segunda "" reúne  elenco afinado e em grande harmonia com Cristina Pereira , Paulo Gracindo , Yara Amaral e Ary Fontoura  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/grande-elenco/,Rio de Janeiro,Hemeroteca,,Grande Elenco,1987,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,"O ator Paulo Gracindo  brilha como o velho patriarca da família e Ary Fontoura como um marido corroído no   Espetáculo  ""Sábado , Domingo e Segunda ""  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/presencas-masculinas-2/,Rio de Janeiro,Hemeroteca,,Presenças Masculinas,1987,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,"O ator Paulo Gracindo  brilha como o velho patriarca da família e Ary Fontoura como um marido corroído no   Espetáculo  ""Sábado , Domingo e Segunda ""  .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/presencas-masculinas/,Rio de Janeiro,Hemeroteca,,Presenças Masculinas,1987,reportagem,,,Jornal do Brasil,,,,
Macksen Luiz,"Espetáculo  ""Sábado , Domingo e Segunda "" conta o cotidiano de uma família  em suas aventuras domésticas .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/extremos/,Rio de Janeiro,Hemeroteca,,Extremos,1986,reportagem,,,Jornal do Brasil,,,,
Marilia Martins,"Crítica do espetáculo  ""Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/comunicacao-certeira/,Rio de Janeiro,Hemeroteca,,Comunicação Certeira,1986,critica,,,Revista Isto é,,,,
Barbara Heliodora,"Crítica do espetáculo  ""Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/gloria-a-emocao/,Rio de Janeiro,Hemeroteca,,Glória à emoção,1986,critica,,,Revista Visão,,,,
Flavio Marinho,"Crítica do espetáculo  ""Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/humor-e-emocao-num-excelente-espetaculo-2/,Rio de Janeiro,Hemeroteca,,Humor e emoção num excelente espetáculo,1986,critica,,,O Globo,,,,
Macksen Luiz,"Matéria sobre os autores das principais peças em cartaz na temporada teatral , destaca o italiano Eduardo de Fillipo de ""Sábado , Domingo e Segunda "" .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-bons-autores-dos-palcos-das-cidades/,Rio de Janeiro,Hemeroteca,,Os bons autores dos palcos das cidades,1986,reportagem,,,,,,,
,""" Sábado , Domingo e Segunda "" tem vários indicados entre os finalistas do Prêmio Mambembe",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-indicados-do-mambembe/,Rio de Janeiro,Hemeroteca,,Os indicados do Mambembe,1986,reportagem,,,,,,,
Macksen Luiz,"O ritual do almoço dominical se transforma num teatro do cotidiano  em     "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/cheiro-domestico-2/,Rio de Janeiro,Hemeroteca,,Cheiro Doméstico,1986,reportagem,,,Jornal do Brasil,,,,
Marcos Ribas de Faria,"Crítica da peça   "" Sábado , Domingo e Segunda """,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-licao-de-amor-ao-teatro-2/,Rio de Janeiro,Hemeroteca,,Uma lição de amor ao teatro,1986,critica,,,Tribuna da Imprensa,,,,
,"Peça   "" Sábado , Domingo e Segunda "" recebe nove indicações ao Prêmio Mambembe",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/arrasando-no-mambembe/,Rio de Janeiro,Hemeroteca,,Arrasando no Mambembe,1986,reportagem,,,Última Hora,,,,
Joelle Rouchou,"Comédia do italiano De Filippo   "" Sábado , Domingo e Segunda "" retrata cotidiano de uma família napolitana .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/humor-no-almoco/,Rio de Janeiro,Hemeroteca,,Humor no almoço,1986,reportagem,,,Revista Veja,,,,
Tânia Brandão,"Crítica da peça "" Sábado , Domingo e Segunda "" , destaca atuação de Paulo Gracindo .",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/familia-imperdivel/,Rio de Janeiro,Hemeroteca,,Família Imperdível,1986,critica,,,Última Hora,,,,
,"É a história do almoço dominical de uma família napolitana, usado como pretexto para solução de problemas emocionais.",,,"Sábado, Domingo e Segunda",Produtor,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-18/,Rio de Janeiro | Teatro dos Quatro,Impresso,,"Sábado , Domingo e Segunda",1986,,"Yara Amaral , Cristina Pereira , Ary Fontoura , Paulo Castelli , Pedro Veras , Paulo Gracindo , mônica Torres , Renata Fronzi , Guilherme Karam , Nildo Parente , Paulo Goulart , Márcia Rodrigues , Arthur Costa Filho , Alexandre Záchia , Rafael Ponzi , Ester Jablonski e Mario Lute","Direção : José Wilker ; Cenografia : Paulo Mamede , Figurinos : Mimina Roveda , Trilha Sonora : José Wilker , Música : Caique botkay e José Wilker",,Programa,3,Studio B,
,"Convite de lançamento do livro ""Chega de saudade "" de Ruy Castro",,,Ruy Castro - Livro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/chega-de-saudade/,Rio de Janeiro,Impresso,,Chega de Saudade,1990,,,,,Convite,1,,
,"Lançamento do livro ""Chega de saudade "" de Ruy Castro , sobre a Bossa Nova , no Teatro dos Quatro .",,,Ruy Castro - Livro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/aqui-ali/,Rio de Janeiro,Hemeroteca,,Aqui & Ali,1990,divulgação,,,Última Hora,,,,
João Máximo,Livro conta a história do movimento que mudou a música popular brasileira .,,,Ruy Castro - Livro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bossa-nova-redescoberta/,Rio de Janeiro,Hemeroteca,,Bossa Nova redescoberta,1990,reportagem,,,Jornal do Brasil,,,,
Marcia Cezimbra,O compositor Sérgio Ricardo discorda do que Ruy Castro escreveu em seu livro sobre o movimento musical.,,,Ruy Castro - Livro,,https://www.funarte.gov.br/acervo-sergio-britto-digital/bossa-nova-reabre-polemica/,Rio de Janeiro,Hemeroteca,,Bossa Nova reabre polêmica,1990,reportagem,,,Jornal do Brasil,,,,
,Estréia da peça Quatro vezes Beckett  no Teatro dos Quatro .,,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/quatro-vezes-beckett-4/,Rio de Janeiro,Hemeroteca,,Quatro Vezes Beckett,1985,divulgação,,,Última Hora,,,,
,Teatro dos Quatro exibe duas peças :Assim é se lhe parece  e Quatro vezes Beckett  .,,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/pirandello-e-beckett-marcam-encontro/,Rio de Janeiro,Hemeroteca,,Pirandello e   Beckett marcam encontro,1985,reportagem,,,Última Hora,,,,
,"Sérgio Britto , Ítalo Rossi e Rubens Corrêa encenam a  Peça Quatro vezes Beckett  , dirigida por Gerald Thomas .",,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-trio-de-beckett/,Rio de Janeiro,Hemeroteca,,O trio de   Beckett,1985,divulgação,,,Última Hora,,,,
Marcos Ribas de Faria | Valéria Rodrigues,"Crítica da Peça Quatro vezes Beckett  , dirigida por Gerald Thomas .",,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/beckett-nos-quatro-apenas-uma-vez-e-meia/,Rio de Janeiro,Hemeroteca,,"Beckett nos Quatro , apenas uma vez e meia",1985,critica,,,Tribuna da Imprensa,,,,
Luiz Augusto,"Em co- produção com La Mama ETC , o Teatro dos Quatro   traz a Peça Quatro vezes Beckett  , dirigida por Gerald Thomas .",,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/quatro-vezes-beckett-3/,,Hemeroteca,,Quatro Vezes  Beckett,1985,divulgação,,,Tribuna da Imprensa,,,,
Flavio Marinho,"Reportagem sobre a vida e obra do autor Samuel Beckett e sobre a peça Quatro vezes Beckett , dirigida por Gerald Thomas .",,,Quatro Vezes Beckett,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-aula-sobre-samuel-beckett/,,Hemeroteca,,Uma aula sobre Samuel Beckett,1985,reportagem,,,Revista Visão,,,,
,Programação da temporada de 52 do Teatro São Pedro aonde se apresentou o Teatro Popular de Arte com a peça A prostituta respeitosa de Jean Paul Sartre,,,Maria Della Costa,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-respeitosa-2/,Teatro São Pedro,Impresso,,A...respeitosa,1952,,,,,Programa,3,,
,Programação da temporada de 52 do Teatro São Pedro aonde se apresentou o Teatro Popular de Arte,,,Maria Della Costa,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-sao-pedro/,Teatro São Pedro,Impresso,,Teatro São Pedro,1942,,,,,Programa,4,,
